 INPUT STRING:	اخبار
     IS_TRANS:	AnhArdh
        INDEX:	P76W5
      OFFSETS:	18-25
       TOKENS:	P76W5-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ain~ahArodap_1]
   UNSPLITVOC:	(Ain~ahArodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Ain~ahArod+ap
        GLOSS:	today+[fem.sg.]

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P76W6
      OFFSETS:	26-30
       TOKENS:	P76W6-P76W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	شكلها
     IS_TRANS:	$klhA
        INDEX:	P77W1
      OFFSETS:	0-5
       TOKENS:	P77W1-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	$akol+hA
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+its/their/her

 INPUT STRING:	هايطلع
     IS_TRANS:	hAyTlE
        INDEX:	P77W2
      OFFSETS:	6-12
       TOKENS:	P77W3-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(hayiTolaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	ha+yi+TolaE
        GLOSS:	will+he/it+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	مظبوط
     IS_TRANS:	mZbwT
        INDEX:	P77W3
      OFFSETS:	13-18
       TOKENS:	P77W5-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZobuwT_1]
   UNSPLITVOC:	(maZobuwT)
          POS:	ADJ
          VOC:	maZobuwT
        GLOSS:	established facts/controlled/regulated/accurate/precise/exactly!/precisely!/exact

 INPUT STRING:	المره
     IS_TRANS:	Almrh
        INDEX:	P77W4
      OFFSETS:	19-24
       TOKENS:	P77W6-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(Almar~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mar~+ap
        GLOSS:	the+occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P77W5
      OFFSETS:	25-27
       TOKENS:	P77W7-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	هاابقي
     IS_TRANS:	hAAbqy
        INDEX:	P78W1
      OFFSETS:	0-6
       TOKENS:	P78W1-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(haAaboqaY)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+boqaY
        GLOSS:	will+I+become/begin/start/be/begin a new day

 INPUT STRING:	اقرلك
     IS_TRANS:	Aqrlk
        INDEX:	P78W2
      OFFSETS:	7-12
       TOKENS:	P78W3-P78W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qar~_1]
   UNSPLITVOC:	(Aaqir~_lik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	Aa+qir~+li+ik
        GLOSS:	I+agree/confess+for/to+you

 INPUT STRING:	اقولك
     IS_TRANS:	Aqwlk
        INDEX:	P79W1
      OFFSETS:	0-5
       TOKENS:	P79W1-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl_lik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	Aa+quwl+li+ik
        GLOSS:	I+said/say/be said (for example)+for/to+you

 INPUT STRING:	اوك
     IS_TRANS:	Awk
        INDEX:	P80W1
      OFFSETS:	0-3
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Awk)
          POS:	FOREIGN
          VOC:	Awk
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P80W2
      OFFSETS:	4-6
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شا
     IS_TRANS:	$A
        INDEX:	P80W3
      OFFSETS:	7-9
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A+(null)
        GLOSS:	want/need+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P80W4
      OFFSETS:	10-14
       TOKENS:	P80W4-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P80W5
      OFFSETS:	15-19
       TOKENS:	P80W5-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P80W6
      OFFSETS:	20-24
       TOKENS:	P80W6-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	اناني
     IS_TRANS:	AnAny
        INDEX:	P81W1
      OFFSETS:	0-5
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anAniy_1]
   UNSPLITVOC:	(>anAniy)
          POS:	ADJ
          VOC:	>anAniy
        GLOSS:	egoistic/selfish

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P82W1
      OFFSETS:	0-5
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	نعم
     IS_TRANS:	nEm
        INDEX:	P83W1
      OFFSETS:	0-3
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naEam_1]
   UNSPLITVOC:	(naEam)
          POS:	INTERJ
          VOC:	naEam
        GLOSS:	yes

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P84W1
      OFFSETS:	0-3
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	تحفه
     IS_TRANS:	tHfh
        INDEX:	P84W2
      OFFSETS:	4-8
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P85W1
      OFFSETS:	0-2
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	السمسم
     IS_TRANS:	Alsmsm
        INDEX:	P85W2
      OFFSETS:	3-9
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simosimap_1]
   UNSPLITVOC:	(Alsimosim)
          POS:	DET+NOUN
          VOC:	Al+simosim
        GLOSS:	the+a sesame seed

 INPUT STRING:	بيقع
     IS_TRANS:	byqE
        INDEX:	P85W3
      OFFSETS:	10-14
       TOKENS:	P85W3-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wiqiE_1]
   UNSPLITVOC:	(biyuqaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+qaE
        GLOSS:	[present-tense]+he/it+fall down/take place/be located

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P85W4
      OFFSETS:	15-19
       TOKENS:	P85W5-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ماعملتش
     IS_TRANS:	mAEmlt$
        INDEX:	P85W5
      OFFSETS:	20-27
       TOKENS:	P85W7-P85W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(mA_Eamalti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+Eamal+t+$
        GLOSS:	not+function/make/act/do+I+not

 INPUT STRING:	بيض
     IS_TRANS:	byD
        INDEX:	P85W6
      OFFSETS:	28-31
       TOKENS:	P85W10-P85W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyD_1]
   UNSPLITVOC:	(biyD)
          POS:	NOUN
          VOC:	biyD
        GLOSS:	eggs/egg

 INPUT STRING:	ولبن
     IS_TRANS:	wlbn
        INDEX:	P85W7
      OFFSETS:	32-36
       TOKENS:	P85W11-P85W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(wilaban)
          POS:	CONJ+NOUN
          VOC:	wi+laban
        GLOSS:	and+milk/curdled milk/laban/dairy products/milk products

 INPUT STRING:	حطيت
     IS_TRANS:	HTyt
        INDEX:	P86W1
      OFFSETS:	0-4
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(HaT~iyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	HaT~+iyt
        GLOSS:	descend/land/set down/lower+I

 INPUT STRING:	مارجرين
     IS_TRANS:	mArjryn
        INDEX:	P86W2
      OFFSETS:	5-12
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mArjryn)
          POS:	FOREIGN
          VOC:	mArjryn
        GLOSS:	nogloss

 INPUT STRING:	وسكر
     IS_TRANS:	wskr
        INDEX:	P86W3
      OFFSETS:	13-17
       TOKENS:	P86W3-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suk~ar_1]
   UNSPLITVOC:	(wisuk~ar)
          POS:	CONJ+NOUN
          VOC:	wi+suk~ar
        GLOSS:	and+sugar/diabetes

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P87W1
      OFFSETS:	0-2
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P87W2
      OFFSETS:	3-6
       TOKENS:	P87W2-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	هاشش
     IS_TRANS:	hA$$
        INDEX:	P87W3
      OFFSETS:	7-11
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hA$$)
          POS:	TYPO
          VOC:	hA$$
        GLOSS:	nogloss

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P87W4
      OFFSETS:	12-15
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P87W5
      OFFSETS:	16-18
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P87W6
      OFFSETS:	19-23
       TOKENS:	P87W6-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P87W7
      OFFSETS:	24-27
       TOKENS:	P87W7-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P87W8
      OFFSETS:	28-34
       TOKENS:	P87W8-P87W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZaboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P88W1
      OFFSETS:	0-2
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P88W2
      OFFSETS:	3-5
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~)
          POS:	NOUN
          VOC:	Eam~
        GLOSS:	paternal uncle/paternal uncles

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P88W3
      OFFSETS:	6-8
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P88W4
      OFFSETS:	9-11
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~)
          POS:	NOUN
          VOC:	Eam~
        GLOSS:	paternal uncle/paternal uncles

 INPUT STRING:	بنفس
     IS_TRANS:	bnfs
        INDEX:	P89W1
      OFFSETS:	0-4
       TOKENS:	P89W1-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafos)
          POS:	PREP+NOUN
          VOC:	bi+nafos
        GLOSS:	with/by+same/self/selves/soul/souls

 INPUT STRING:	طريقة
     IS_TRANS:	Tryqp
        INDEX:	P89W2
      OFFSETS:	5-10
       TOKENS:	P89W3-P89W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(Tariyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tariyq+ap
        GLOSS:	method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	فتكات
     IS_TRANS:	ftkAt
        INDEX:	P89W3
      OFFSETS:	11-16
       TOKENS:	P89W4-P89W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fatakAt_1]
   UNSPLITVOC:	(fatakAt)
          POS:	NOUN_PROP
          VOC:	fatakAt
        GLOSS:	Fatakat

 INPUT STRING:	والمقادير
     IS_TRANS:	wAlmqAdyr
        INDEX:	P89W4
      OFFSETS:	17-26
       TOKENS:	P89W5-P89W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[miqodAr_1]
   UNSPLITVOC:	(wiAlmaqAdiyr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+maqAdiyr
        GLOSS:	and+the+extent/amount/degree/level/dosage/value

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P90W1
      OFFSETS:	0-2
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P90W2
      OFFSETS:	3-5
       TOKENS:	P90W2-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	زودت
     IS_TRANS:	zwdt
        INDEX:	P90W3
      OFFSETS:	6-10
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(zaw~idt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	zaw~id+t
        GLOSS:	add/augment/supply/provide+I

 INPUT STRING:	ملعقه
     IS_TRANS:	mlEqh
        INDEX:	P90W4
      OFFSETS:	11-16
       TOKENS:	P90W4-P90W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloEaqap_1]
   UNSPLITVOC:	(miloEaqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	miloEaq+ap
        GLOSS:	spoon+[fem.sg.]

 INPUT STRING:	شاي
     IS_TRANS:	$Ay
        INDEX:	P90W5
      OFFSETS:	17-20
       TOKENS:	P90W5-P90W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ay_1]
   UNSPLITVOC:	($Ay)
          POS:	NOUN
          VOC:	$Ay
        GLOSS:	tea

 INPUT STRING:	محسن
     IS_TRANS:	mHsn
        INDEX:	P90W6
      OFFSETS:	21-25
       TOKENS:	P90W6-P90W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHas~in_1]
   UNSPLITVOC:	(muHas~in)
          POS:	NOUN
          VOC:	muHas~in
        GLOSS:	embellisher

 INPUT STRING:	وملعقه
     IS_TRANS:	wmlEqh
        INDEX:	P91W1
      OFFSETS:	0-6
       TOKENS:	P91W1-P91W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miloEaqap_1]
   UNSPLITVOC:	(wamiloEaqap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wa+miloEaq+ap
        GLOSS:	and+spoon+[fem.sg.]

 INPUT STRING:	كبيره
     IS_TRANS:	kbyrh
        INDEX:	P91W2
      OFFSETS:	7-12
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	senior/major/large/big/important/great+[fem.sg.]

 INPUT STRING:	زبادي
     IS_TRANS:	zbAdy
        INDEX:	P91W3
      OFFSETS:	13-18
       TOKENS:	P91W4-P91W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zabAdiy_1]
   UNSPLITVOC:	(zabAdiy)
          POS:	NOUN
          VOC:	zabAdiy
        GLOSS:	yoghurt

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P92W1
      OFFSETS:	0-2
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P92W2
      OFFSETS:	3-5
       TOKENS:	P92W2-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وحي
     IS_TRANS:	wHy
        INDEX:	P92W3
      OFFSETS:	6-9
       TOKENS:	P92W3-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHoy_1]
   UNSPLITVOC:	(waHoy)
          POS:	NOUN
          VOC:	waHoy
        GLOSS:	inspiration

 INPUT STRING:	خيالك
     IS_TRANS:	xyAlk
        INDEX:	P92W4
      OFFSETS:	10-15
       TOKENS:	P92W4-P92W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayAl_1]
   UNSPLITVOC:	(xayAlik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	xayAl+ik
        GLOSS:	imagination/fantasy/fantasies+your

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P93W1
      OFFSETS:	0-3
       TOKENS:	P93W1-P93W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiyh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	wi+fiy+uh
        GLOSS:	and+in+him/it

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P93W2
      OFFSETS:	4-7
       TOKENS:	P93W4-P93W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تعجنيه
     IS_TRANS:	tEjnyh
        INDEX:	P93W3
      OFFSETS:	8-14
       TOKENS:	P93W5-P93W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eajan_1]
   UNSPLITVOC:	(tiEojiniyh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	ti+Eojin+iy+uh
        GLOSS:	you+knead/discuss+you+it/him

 INPUT STRING:	ادهني
     IS_TRANS:	Adhny
        INDEX:	P93W4
      OFFSETS:	15-20
       TOKENS:	P93W7-P93W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
