 INPUT STRING:	ههه
     IS_TRANS:	lA
        INDEX:	P86W1
      OFFSETS:	0-2
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P86W2
      OFFSETS:	3-7
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(niruwH)
          POS:	IV1P+IV
          VOC:	ni+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	430
     IS_TRANS:	430
        INDEX:	P86W3
      OFFSETS:	8-11
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(430)
          POS:	NOUN_NUM
          VOC:	430
        GLOSS:	430

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P86W4
      OFFSETS:	12-13
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P86W5
      OFFSETS:	14-17
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P87W1
      OFFSETS:	0-2
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	حأشوف
     IS_TRANS:	H>$wf
        INDEX:	P87W2
      OFFSETS:	3-8
       TOKENS:	P87W2-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(HaAa$uwf)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+$uwf
        GLOSS:	will+I+look

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P87W3
      OFFSETS:	9-13
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kariym_1]
   UNSPLITVOC:	(kariym)
          POS:	NOUN_PROP
          VOC:	kariym
        GLOSS:	Kareem/Karim

 INPUT STRING:	بيفور
     IS_TRANS:	byfwr
        INDEX:	P87W4
      OFFSETS:	14-19
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(byfwr)
          POS:	FOREIGN
          VOC:	byfwr
        GLOSS:	nogloss

 INPUT STRING:	فاهمه
     IS_TRANS:	fAhmh
        INDEX:	P88W1
      OFFSETS:	0-5
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	ساعة
     IS_TRANS:	sAEp
        INDEX:	P89W1
      OFFSETS:	0-4
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(sAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	sAE+ap
        GLOSS:	hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P89W2
      OFFSETS:	5-8
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	ونروح
     IS_TRANS:	wnrwH
        INDEX:	P89W3
      OFFSETS:	9-14
       TOKENS:	P89W3-P89W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(winiruwH)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+ruwH
        GLOSS:	and+we+begin/go

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P90W1
      OFFSETS:	0-3
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P91W1
      OFFSETS:	0-2
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P91W2
      OFFSETS:	3-8
       TOKENS:	P91W2-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P91W3
      OFFSETS:	9-12
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P92W1
      OFFSETS:	0-2
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	صحيح
     IS_TRANS:	SHyH
        INDEX:	P92W2
      OFFSETS:	3-7
       TOKENS:	P92W2-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHiyH_1]
   UNSPLITVOC:	(SaHiyH)
          POS:	ADJ
          VOC:	SaHiyH
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P92W3
      OFFSETS:	8-11
       TOKENS:	P92W3-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	صايمه
     IS_TRANS:	SAymh
        INDEX:	P92W4
      OFFSETS:	12-17
       TOKENS:	P92W4-P92W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyim_1]
   UNSPLITVOC:	(SAyomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SAyom+ap
        GLOSS:	fasting+[fem.sg.]

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P93W1
      OFFSETS:	0-4
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hhhh)
          POS:	INTERJ
          VOC:	hhhh
        GLOSS:	laughing

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P94W1
      OFFSETS:	0-4
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	عالمغرب
     IS_TRANS:	EAlmgrb
        INDEX:	P94W2
      OFFSETS:	5-12
       TOKENS:	P94W2-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[magorib_1]
   UNSPLITVOC:	(EaAlmagorib)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+magorib
        GLOSS:	on/above+the+Maghrib prayer/sunset

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P94W3
      OFFSETS:	13-16
       TOKENS:	P94W4-P94W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P94W4
      OFFSETS:	17-20
       TOKENS:	P94W5-P94W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	تفطري
     IS_TRANS:	tfTry
        INDEX:	P94W5
      OFFSETS:	21-26
       TOKENS:	P94W6-P94W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiTir_1]
   UNSPLITVOC:	(tifTariy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fTar+iy
        GLOSS:	you+break fasting+you

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P94W6
      OFFSETS:	27-31
       TOKENS:	P94W7-P94W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P95W1
      OFFSETS:	0-2
       TOKENS:	P95W1-P95W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P95W2
      OFFSETS:	3-8
       TOKENS:	P95W2-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P96W1
      OFFSETS:	0-3
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(>iyh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	مشكلتك
     IS_TRANS:	m$kltk
        INDEX:	P96W2
      OFFSETS:	4-10
       TOKENS:	P96W2-P96W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okiltik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	mu$okil+ap+ik
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]+your

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P96W3
      OFFSETS:	11-13
       TOKENS:	P96W4-P96W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	مالك
     IS_TRANS:	mAlk
        INDEX:	P97W1
      OFFSETS:	0-4
       TOKENS:	P97W1-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAliik)
          POS:	INTERROG_PRON+PREP+PRON_2FS
          VOC:	mA+li+ik
        GLOSS:	what+to/for+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P97W2
      OFFSETS:	5-8
       TOKENS:	P97W4-P97W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P98W1
      OFFSETS:	0-3
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet/still

 INPUT STRING:	مروحتش
     IS_TRANS:	mrwHt$
        INDEX:	P98W2
      OFFSETS:	4-10
       TOKENS:	P98W2-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(mA_raw~aHti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+raw~aH+t+$
        GLOSS:	not+go home+I+not

 INPUT STRING:	حأكلمك
     IS_TRANS:	H>klmk
        INDEX:	P99W1
      OFFSETS:	0-6
       TOKENS:	P99W1-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak/talk to+you

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P100W1
      OFFSETS:	0-3
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حانام
     IS_TRANS:	HAnAm
        INDEX:	P100W2
      OFFSETS:	4-9
       TOKENS:	P100W2-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HaAanAm)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nAm
        GLOSS:	will+I+sleep/lie down

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P100W3
      OFFSETS:	10-13
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Twl)
          POS:	FOREIGN
          VOC:	Twl
        GLOSS:	nogloss

 INPUT STRING:	12
     IS_TRANS:	12
        INDEX:	P100W4
      OFFSETS:	14-16
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(12)
          POS:	NOUN_NUM
          VOC:	12
        GLOSS:	12

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P100W5
      OFFSETS:	17-19
       TOKENS:	P100W6-P100W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	حتنامي
     IS_TRANS:	HtnAmy
        INDEX:	P101W1
      OFFSETS:	0-6
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HatinAmiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+nAm+iy
        GLOSS:	will+you+sleep/lie down+you

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P101W2
      OFFSETS:	7-11
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	أسشيكيي
     IS_TRANS:	>s$ykyy
        INDEX:	P102W1
      OFFSETS:	0-7
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>s$ykyy)
          POS:	TYPO
          VOC:	>s$ykyy
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P102W2
      OFFSETS:	8-9
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P102W3
      OFFSETS:	9-10
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P103W1
      OFFSETS:	0-3
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P103W2
      OFFSETS:	4-6
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شايفة
     IS_TRANS:	$Ayfp
        INDEX:	P103W3
      OFFSETS:	7-12
       TOKENS:	P103W3-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	viewer/observer/onlooker+[fem.sg.]

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P103W4
      OFFSETS:	13-15
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حجة
     IS_TRANS:	Hjp
        INDEX:	P103W5
      OFFSETS:	16-19
       TOKENS:	P103W5-P103W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(Hajap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Haj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P103W6
      OFFSETS:	20-22
       TOKENS:	P103W6-P103W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P103W7
      OFFSETS:	23-27
       TOKENS:	P103W7-P103W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	إتقالت
     IS_TRANS:	<tqAlt
        INDEX:	P103W8
      OFFSETS:	28-34
       TOKENS:	P103W8-P103W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoqAl_1]
   UNSPLITVOC:	(AitoqAlit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitoqAl+it
        GLOSS:	is said/be told/be said+it/they/she

 INPUT STRING:	تدايق
     IS_TRANS:	tdAyq
        INDEX:	P103W9
      OFFSETS:	35-40
       TOKENS:	P103W9-P103W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAyiq_1]
   UNSPLITVOC:	(tidAyiq)
          POS:	IV3FS+IV
          VOC:	ti+dAyiq
        GLOSS:	it/they/she+annoy

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P104W1
      OFFSETS:	0-3
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P104W2
      OFFSETS:	4-5
       TOKENS:	P104W3-P104W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P104W3
      OFFSETS:	5-6
       TOKENS:	P104W4-P104W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P105W1
      OFFSETS:	0-4
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	هبلو
     IS_TRANS:	hblw
        INDEX:	P105W2
      OFFSETS:	5-9
       TOKENS:	P105W2-P105W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hblw)
          POS:	TYPO
          VOC:	hblw
        GLOSS:	nogloss

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P105W3
      OFFSETS:	10-12
       TOKENS:	P105W3-P105W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ly)
          POS:	TYPO
          VOC:	ly
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P105W4
      OFFSETS:	13-15
       TOKENS:	P105W4-P105W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P105W5
      OFFSETS:	16-19
       TOKENS:	P105W5-P105W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P105W6
      OFFSETS:	20-24
       TOKENS:	P105W6-P105W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P106W1
      OFFSETS:	0-2
       TOKENS:	P106W1-P106W1
