 INPUT STRING:	كلت
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P39W3
      OFFSETS:	8-11
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	اصلى
     IS_TRANS:	ASlY
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>aSol+iy
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+my

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P40W2
      OFFSETS:	5-7
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هديك
     IS_TRANS:	hdyk
        INDEX:	P40W3
      OFFSETS:	8-12
       TOKENS:	P40W4-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(had~iyk)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	ha+Aa+d~iy+ak
        GLOSS:	will+I+give/provide/hand over/be given/be provided/carry out/perform/lead+you

 INPUT STRING:	بتاعتى
     IS_TRANS:	btAEtY
        INDEX:	P40W4
      OFFSETS:	13-19
       TOKENS:	P40W7-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	bitAE+ap+iy
        GLOSS:	owning/belonging/thing+[fem.sg.]+my

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P41W1
      OFFSETS:	0-1
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P41W2
      OFFSETS:	2-4
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يومها
     IS_TRANS:	ywmhA
        INDEX:	P41W3
      OFFSETS:	5-10
       TOKENS:	P41W3-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwmhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	yuwm+hA
        GLOSS:	today/day/some day/ever/days+its/their/her

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P41W4
      OFFSETS:	11-14
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	become/remain+he/it

 INPUT STRING:	بيحبها
     IS_TRANS:	byHbhA
        INDEX:	P41W5
      OFFSETS:	15-21
       TOKENS:	P41W6-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~ahA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Hib~+hA
        GLOSS:	[present-tense]+he/it+love/like/want+it/them/her

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P41W6
      OFFSETS:	22-25
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P42W1
      OFFSETS:	0-3
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	البرونيز
     IS_TRANS:	Albrwnyz
        INDEX:	P42W2
      OFFSETS:	4-12
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albrwnyz)
          POS:	FOREIGN
          VOC:	Albrwnyz
        GLOSS:	nogloss

 INPUT STRING:	بتاعتها
     IS_TRANS:	btAEthA
        INDEX:	P42W3
      OFFSETS:	13-20
       TOKENS:	P42W3-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	bitAE+ap+hA
        GLOSS:	owning/belonging/thing+[fem.sg.]+its/their/her

 INPUT STRING:	جربتيها
     IS_TRANS:	jrbtyhA
        INDEX:	P42W4
      OFFSETS:	21-28
       TOKENS:	P42W5-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abtiyhA)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:3FS
          VOC:	jar~ab+tiy+hA
        GLOSS:	test/try/attempt+you+it/them/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W5
      OFFSETS:	29-30
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W6
      OFFSETS:	30-31
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	تحفه
     IS_TRANS:	tHfh
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	فظيعة
     IS_TRANS:	fZyEp
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faZiyE_1]
   UNSPLITVOC:	(faZiyEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	faZiyE+ap
        GLOSS:	hideous/heinous+[fem.sg.]

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P44W2
      OFFSETS:	6-12
       TOKENS:	P44W2-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P44W3
      OFFSETS:	13-16
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بالجوز
     IS_TRANS:	bAljwz
        INDEX:	P44W4
      OFFSETS:	17-23
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juwz_1]
   UNSPLITVOC:	(biAljuwz)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+juwz
        GLOSS:	with/by+the+heart/center/middle/midst/walnut/hasbund

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	منتى
     IS_TRANS:	mntY
        INDEX:	P45W2
      OFFSETS:	3-7
       TOKENS:	P45W2-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(mA_Ainotiy)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	mA+Ainotiy
        GLOSS:	that+you

 INPUT STRING:	حلوه
     IS_TRANS:	Hlwh
        INDEX:	P45W3
      OFFSETS:	8-12
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	اهو
     IS_TRANS:	Ahw
        INDEX:	P45W4
      OFFSETS:	13-16
       TOKENS:	P45W5-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(>ahuw)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix+he/it

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P45W5
      OFFSETS:	17-18
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P45W6
      OFFSETS:	19-23
       TOKENS:	P45W8-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nifos+ik
        GLOSS:	appetite+your

 INPUT STRING:	حلوه
     IS_TRANS:	Hlwh
        INDEX:	P45W7
      OFFSETS:	24-28
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/pleasant+[fem.sg.]

 INPUT STRING:	اهي
     IS_TRANS:	Ahy
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(>ahiy)
          POS:	DEM_PRON+PRON_3FS
          VOC:	>a+hiy~a
        GLOSS:	this+she/it/they

 INPUT STRING:	البراونيز
     IS_TRANS:	AlbrAwnyz
        INDEX:	P46W2
      OFFSETS:	4-13
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlbrAwnyz)
          POS:	FOREIGN
          VOC:	AlbrAwnyz
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P46W3
      OFFSETS:	14-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P46W4
      OFFSETS:	17-21
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اكل
     IS_TRANS:	Akl
        INDEX:	P46W5
      OFFSETS:	22-25
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(|kul)
          POS:	IV1S+IV
          VOC:	|+kul
        GLOSS:	I+eat

 INPUT STRING:	الصنية
     IS_TRANS:	AlSnyp
        INDEX:	P46W6
      OFFSETS:	26-32
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Siniy~ap_1]
   UNSPLITVOC:	(AlSiniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Siniy~+ap
        GLOSS:	the+plate+[fem.sg.]

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P46W7
      OFFSETS:	33-37
       TOKENS:	P46W8-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	لوحدي
     IS_TRANS:	lwHdy
        INDEX:	P46W8
      OFFSETS:	38-43
       TOKENS:	P46W10-P46W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+waHod+iy
        GLOSS:	for/to+alone/only+my

 INPUT STRING:	
     IS_TRANS:	&#xe415;
        INDEX:	P46W9
      OFFSETS:	44-45
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe415;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	<Media
     IS_TRANS:	<Media
        INDEX:	P47W1
      OFFSETS:	0-6
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(<Media)
          POS:	TRANSLIT_ERR
          VOC:	<Media
        GLOSS:	<Media

 INPUT STRING:	omitted>
     IS_TRANS:	omitted>
        INDEX:	P47W2
      OFFSETS:	7-15
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(omitted>)
          POS:	TRANSLIT_ERR
          VOC:	omitted>
        GLOSS:	omitted>

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you [pl.]

 INPUT STRING:	رغايين
     IS_TRANS:	rgAyyn
        INDEX:	P48W2
      OFFSETS:	5-11
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rag~Ay_1]
   UNSPLITVOC:	(rag~Ayiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rag~Ay+iyn
        GLOSS:	much speaking+[pl.]

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P48W3
      OFFSETS:	12-15
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P49W1
      OFFSETS:	0-2
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laughing

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P49W2
      OFFSETS:	3-5
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laughing

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P49W3
      OFFSETS:	6-8
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laughing

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P50W1
      OFFSETS:	0-4
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P50W2
      OFFSETS:	5-7
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	truth/right/against/towards/rights/law

 INPUT STRING:	يابني
     IS_TRANS:	yAbny
        INDEX:	P50W3
      OFFSETS:	8-13
       TOKENS:	P50W4-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(yA_boniy)
          POS:	VOC_PART+NOUN+POSS_PRON_1S
          VOC:	yA+bon+iy
        GLOSS:	O/oh+son/children/sons+my

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P50W4
      OFFSETS:	14-19
       TOKENS:	P50W7-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	تاخدو
     IS_TRANS:	tAxdw
        INDEX:	P51W2
      OFFSETS:	3-8
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aaxod_1]
   UNSPLITVOC:	(tAxoduwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	t+Axod+uwA
        GLOSS:	you+I/take+[pl.]

 INPUT STRING:	بالكو
     IS_TRANS:	bAlkw
        INDEX:	P51W3
      OFFSETS:	9-14
       TOKENS:	P51W3-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlkuw)
          POS:	NOUN+POSS_PRON_2P
          VOC:	bAl+kuw
        GLOSS:	mind/attention/whale+your

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P51W4
      OFFSETS:	15-18
       TOKENS:	P51W5-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P52W1
      OFFSETS:	0-4
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry/never mind

 INPUT STRING:	يابني
     IS_TRANS:	yAbny
        INDEX:	P52W2
      OFFSETS:	5-10
       TOKENS:	P52W2-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(yA_boniy)
          POS:	VOC_PART+NOUN+POSS_PRON_1S
          VOC:	yA+bon+iy
        GLOSS:	O/oh+son/children/sons+my

 INPUT STRING:	الزهق
     IS_TRANS:	Alzhq
        INDEX:	P52W3
      OFFSETS:	11-16
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zahaq_1]
   UNSPLITVOC:	(Alzahaq)
          POS:	DET+NOUN
          VOC:	Al+zahaq
        GLOSS:	the+vanished

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P52W4
      OFFSETS:	17-21
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+function/make/act/do

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P52W5
      OFFSETS:	22-26
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P52W6
      OFFSETS:	27-29
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P52W7
      OFFSETS:	30-33
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	احمد
     IS_TRANS:	AHmd
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hamad_1]
   UNSPLITVOC:	(AiHomid)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AiHomid+(null)
        GLOSS:	praise+you

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P53W2
      OFFSETS:	5-9
       TOKENS:	P53W2-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P53W3
      OFFSETS:	10-12
