 INPUT STRING:	الووو
      OFFSETS:	3-7
       TOKENS:	P106W2-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[muwDap_1]
   UNSPLITVOC:	(muwDap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mawD+ap
        GLOSS:	uniform/clothing/fashion/clothes/uniforms/style+[fem.sg.]

 INPUT STRING:	التصوير
     IS_TRANS:	AltSwyr
        INDEX:	P106W3
      OFFSETS:	8-15
       TOKENS:	P106W3-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSowiyr_1]
   UNSPLITVOC:	(AltaSowiyr)
          POS:	DET+NOUN
          VOC:	Al+taSowiyr
        GLOSS:	the+photography/filming/illustration/depiction/characterization

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P107W1
      OFFSETS:	0-3
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	to express happiness

 INPUT STRING:	متصورتيش
     IS_TRANS:	mtSwrty$
        INDEX:	P108W1
      OFFSETS:	0-8
       TOKENS:	P108W1-P108W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitSaw~ar_1]
   UNSPLITVOC:	(maAitSaw~artiy$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ma+AitSaw~ar+tiy+$
        GLOSS:	not+take photo+you[fem.]+not

 INPUT STRING:	حافيه
     IS_TRANS:	HAfyh
        INDEX:	P108W2
      OFFSETS:	9-14
       TOKENS:	P108W4-P108W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAfiy_1]
   UNSPLITVOC:	(HAfoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	HAfoy+ap
        GLOSS:	barefoot/bare+[fem.sg.]

 INPUT STRING:	بالمرة
     IS_TRANS:	bAlmrp
        INDEX:	P108W3
      OFFSETS:	15-21
       TOKENS:	P108W5-P108W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(biAlmar~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+mar~+ap
        GLOSS:	with/by+the+occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P109W1
      OFFSETS:	0-3
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	رايك
     IS_TRANS:	rAyk
        INDEX:	P109W2
      OFFSETS:	4-8
       TOKENS:	P109W2-P109W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	ra>oy+ik
        GLOSS:	opinion/view/idea/opinions/views/ideas+your

 INPUT STRING:	معلمة
     IS_TRANS:	mElmp
        INDEX:	P110W1
      OFFSETS:	0-5
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEal~imap_1]
   UNSPLITVOC:	(muEal~imap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muEal~im+ap
        GLOSS:	masters+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P111W1
      OFFSETS:	0-2
       TOKENS:	P111W1-P111W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مبتضحكيش
     IS_TRANS:	mbtDHky$
        INDEX:	P111W2
      OFFSETS:	3-11
       TOKENS:	P111W2-P111W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(mA_bitiDoHakiy$)
          POS:	NEG_PART+PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+bi+ti+DoHak+iy+$
        GLOSS:	not+[present-tense]+you+laugh+you+not

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P111W3
      OFFSETS:	12-15
       TOKENS:	P111W6-P111W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	REL_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P112W1
      OFFSETS:	0-2
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P112W2
      OFFSETS:	3-6
       TOKENS:	P112W2-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P112W3
      OFFSETS:	7-10
       TOKENS:	P112W3-P112W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	بضحك
     IS_TRANS:	bDHk
        INDEX:	P112W4
      OFFSETS:	11-15
       TOKENS:	P112W4-P112W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(bAaDoHak)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+DoHak
        GLOSS:	[present-tense]+I+laugh

 INPUT STRING:	سيفيها
     IS_TRANS:	syfyhA
        INDEX:	P113W1
      OFFSETS:	0-6
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(syfyhA)
          POS:	TYPO
          VOC:	syfyhA
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P114W1
      OFFSETS:	0-1
       TOKENS:	P114W1-P114W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	وريهم
     IS_TRANS:	wryhm
        INDEX:	P114W2
      OFFSETS:	2-7
       TOKENS:	P114W2-P114W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyhum)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:3P
          VOC:	war~iy+(null)+hum
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+them

 INPUT STRING:	لرغد
     IS_TRANS:	lrgd
        INDEX:	P114W3
      OFFSETS:	8-12
       TOKENS:	P114W4-P114W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ragad_2]
   UNSPLITVOC:	(liragad)
          POS:	PREP+NOUN_PROP
          VOC:	li+ragad
        GLOSS:	for/to+Raghad

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P114W4
      OFFSETS:	13-14
       TOKENS:	P114W6-P114W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P114W5
      OFFSETS:	15-18
       TOKENS:	P114W7-P114W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	ورتيهم
     IS_TRANS:	wrtyhm
        INDEX:	P115W1
      OFFSETS:	0-6
       TOKENS:	P115W1-P115W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wrtyhm)
          POS:	NO_FUNC
          VOC:	wrtyhm
        GLOSS:	nogloss

 INPUT STRING:	لرغد
     IS_TRANS:	lrgd
        INDEX:	P115W2
      OFFSETS:	7-11
       TOKENS:	P115W2-P115W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ragad_1]
   UNSPLITVOC:	(liragad)
          POS:	PREP+NOUN_PROP
          VOC:	li+ragad
        GLOSS:	for/to+ragad

 INPUT STRING:	وعمر
     IS_TRANS:	wEmr
        INDEX:	P115W3
      OFFSETS:	12-16
       TOKENS:	P115W4-P115W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(wiEumar)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+Eumar
        GLOSS:	and+Omar/Umar

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P116W1
      OFFSETS:	0-4
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P116W2
      OFFSETS:	5-7
       TOKENS:	P116W2-P116W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حمام
     IS_TRANS:	HmAm
        INDEX:	P116W3
      OFFSETS:	8-12
       TOKENS:	P116W3-P116W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ham~Am_1]
   UNSPLITVOC:	(Ham~Am)
          POS:	NOUN
          VOC:	Ham~Am
        GLOSS:	bath

 INPUT STRING:	السباحة
     IS_TRANS:	AlsbAHp
        INDEX:	P116W4
      OFFSETS:	13-20
       TOKENS:	P116W4-P116W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sibAHap_1]
   UNSPLITVOC:	(AlsibAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sibAH+ap
        GLOSS:	the+swimming+[fem.sg.]

 INPUT STRING:	الضيوف
     IS_TRANS:	AlDywf
        INDEX:	P117W1
      OFFSETS:	0-6
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Diyf_1]
   UNSPLITVOC:	(AlDuyuwf)
          POS:	DET+NOUN
          VOC:	Al+Duyuwf
        GLOSS:	the+guest/visitor/guests/visitors

 INPUT STRING:	مشيو
     IS_TRANS:	m$yw
        INDEX:	P117W2
      OFFSETS:	7-11
       TOKENS:	P117W2-P117W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(mi$oyuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	mi$oy+uwA
        GLOSS:	go/walk+they

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P118W1
      OFFSETS:	0-2
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	شكله
     IS_TRANS:	$klh
        INDEX:	P119W1
      OFFSETS:	0-4
       TOKENS:	P119W1-P119W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	$akol+uh
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+his/its

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P119W2
      OFFSETS:	5-11
       TOKENS:	P119W3-P119W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	needing/liking/requiring/wanting/desiring+[pl.]

 INPUT STRING:	يخطبة
     IS_TRANS:	yxTbp
        INDEX:	P119W3
      OFFSETS:	12-17
       TOKENS:	P119W4-P119W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTab_1]
   UNSPLITVOC:	(yuxoTubuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yu+xoTub+uh
        GLOSS:	he/it+address/speak+it/him

 INPUT STRING:	اشرف
     IS_TRANS:	A$rf
        INDEX:	P119W4
      OFFSETS:	18-22
       TOKENS:	P119W6-P119W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>a$oraf_1]
   UNSPLITVOC:	(>a$oraf)
          POS:	NOUN_PROP
          VOC:	>a$oraf
        GLOSS:	Ashraf

 INPUT STRING:	لبنتهم
     IS_TRANS:	lbnthm
        INDEX:	P119W5
      OFFSETS:	23-29
       TOKENS:	P119W7-P119W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(libinotuhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	li+binot+hum
        GLOSS:	for/to+daughter/girl/daughters/girls+their

 INPUT STRING:	الصيدلنيه
     IS_TRANS:	AlSydlnyh
        INDEX:	P119W6
      OFFSETS:	30-39
       TOKENS:	P119W10-P119W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Siydaliy_1]
   UNSPLITVOC:	(AlSiydalaniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Siydalaniy~+ap
        GLOSS:	the+pharmasist+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P120W1
      OFFSETS:	0-2
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	تفتكري
     IS_TRANS:	tftkry
        INDEX:	P120W2
      OFFSETS:	3-9
       TOKENS:	P120W2-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(tifotikoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fotikor+iy
        GLOSS:	you+reflect/ponder/believe/think+you

 INPUT STRING:	هتوافق
     IS_TRANS:	htwAfq
        INDEX:	P120W3
      OFFSETS:	10-16
       TOKENS:	P120W3-P120W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfiq_1]
   UNSPLITVOC:	(HatiwAfiq)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+wAfiq
        GLOSS:	will+it/they/she+agree/be in conformity/accept/put in order/repair/be suitable/be fit/reform et right

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P121W1
      OFFSETS:	0-4
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P122W1
      OFFSETS:	0-3
       TOKENS:	P122W1-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	and+it/they/she

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P122W2
      OFFSETS:	4-8
       TOKENS:	P122W3-P122W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	nice+[fem.sg.]

 INPUT STRING:	الوو
     IS_TRANS:	Alww
        INDEX:	P123W1
      OFFSETS:	0-4
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aluw_1]
   UNSPLITVOC:	(Aluw)
          POS:	INTERJ
          VOC:	Aluw
        GLOSS:	hello

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P124W1
      OFFSETS:	0-3
       TOKENS:	P124W1-P124W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	التطنيش
     IS_TRANS:	AltTny$
        INDEX:	P124W2
      OFFSETS:	4-11
       TOKENS:	P124W2-P124W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taToniy$_1]
   UNSPLITVOC:	(AltaToniy$)
          POS:	DET+NOUN
          VOC:	Al+taToniy$
        GLOSS:	the+disregarding/ignoring/being indifferent (towards)

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P124W3
      OFFSETS:	12-14
       TOKENS:	P124W3-P124W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P125W1
      OFFSETS:	0-3
       TOKENS:	P125W1-P125W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	شيفاهوالله
     IS_TRANS:	$yfAhwAllh
        INDEX:	P125W2
      OFFSETS:	4-14
       TOKENS:	P125W2-P125W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	($yfAhwAllh)
          POS:	TYPO
          VOC:	$yfAhwAllh
        GLOSS:	nogloss

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P126W1
      OFFSETS:	0-4
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	مكلمتنيش
     IS_TRANS:	mklmtny$
        INDEX:	P126W2
      OFFSETS:	5-13
       TOKENS:	P126W2-P126W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(mA_kal~imtiniy$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1S+NEG_PART
          VOC:	mA+kal~im+t+niy+$
        GLOSS:	not+talk/speak/talk to+you+me+not

 INPUT STRING:	ليع
     IS_TRANS:	lyE
        INDEX:	P126W3
      OFFSETS:	14-17
       TOKENS:	P126W6-P126W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lyE)
          POS:	TYPO
          VOC:	lyE
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P127W1
      OFFSETS:	0-4
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P127W2
      OFFSETS:	5-7
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P127W3
      OFFSETS:	8-12
       TOKENS:	P127W3-P127W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	nice+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P127W4
      OFFSETS:	13-15
       TOKENS:	P127W4-P127W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	not

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P127W5
      OFFSETS:	16-18
       TOKENS:	P127W5-P127W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	وحشة
     IS_TRANS:	wH$p
        INDEX:	P127W6
      OFFSETS:	19-23
       TOKENS:	P127W6-P127W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wiHo$+ap
        GLOSS:	wicked/evil/bad guy (film)/bad+[fem.sg.]

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P128W1
      OFFSETS:	0-5
       TOKENS:	P128W1-P128W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+function/make/act/do

 INPUT STRING:	السحور
     IS_TRANS:	AlsHwr
        INDEX:	P128W2
      OFFSETS:	6-12
       TOKENS:	P128W3-P128W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suHuwr_1]
   UNSPLITVOC:	(AlsuHuwr)
          POS:	DET+NOUN
          VOC:	Al+suHuwr
        GLOSS:	the+suhour meal

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P128W3
      OFFSETS:	13-14
       TOKENS:	P128W4-P128W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P128W4
      OFFSETS:	15-19
       TOKENS:	P128W5-P128W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	بتتفرج
     IS_TRANS:	bttfrj
        INDEX:	P128W5
