 INPUT STRING:	ايه
      OFFSETS:	10-14
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	PRON_2FS
          VOC:	<inotiy
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	عملتي
     IS_TRANS:	Emlty
        INDEX:	P79W4
      OFFSETS:	15-20
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamaltiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Eamal+tiy
        GLOSS:	function/make/act/do+you

 INPUT STRING:	ه
     IS_TRANS:	h
        INDEX:	P79W5
      OFFSETS:	21-22
       TOKENS:	P79W5-P79W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(h)
          POS:	NO_FUNC
          VOC:	h
        GLOSS:	nogloss

 INPUT STRING:	ذ
     IS_TRANS:	*
        INDEX:	P80W1
      OFFSETS:	0-1
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(*)
          POS:	NO_FUNC
          VOC:	*
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P80W2
      OFFSETS:	2-5
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P81W1
      OFFSETS:	0-3
       TOKENS:	P81W1-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P81W2
      OFFSETS:	4-8
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P81W3
      OFFSETS:	9-12
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	$uf+t
        GLOSS:	look+I

 INPUT STRING:	ندم
     IS_TRANS:	ndm
        INDEX:	P81W4
      OFFSETS:	13-16
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nadim_1]
   UNSPLITVOC:	(nadim)
          POS:	NOUN_PROP
          VOC:	nadim
        GLOSS:	Nadim

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P81W5
      OFFSETS:	17-19
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bas_1]
   UNSPLITVOC:	(bas)
          POS:	ADV
          VOC:	bas
        GLOSS:	only

 INPUT STRING:	سافر
     IS_TRANS:	sAfr
        INDEX:	P82W1
      OFFSETS:	0-4
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(sAfir)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sAfir+(null)
        GLOSS:	travel+he/it

 INPUT STRING:	انهارده
     IS_TRANS:	AnhArdh
        INDEX:	P82W2
      OFFSETS:	5-12
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain~ahArdap_1]
   UNSPLITVOC:	(Ain~ahArdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Ain~ahArd+ap
        GLOSS:	today+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P82W3
      OFFSETS:	13-17
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P83W1
      OFFSETS:	0-2
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	سافر
     IS_TRANS:	sAfr
        INDEX:	P84W2
      OFFSETS:	5-9
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(sAfir)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sAfir+(null)
        GLOSS:	travel+he/it

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P84W3
      OFFSETS:	10-13
       TOKENS:	P84W3-P84W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P84W4
      OFFSETS:	14-15
       TOKENS:	P84W5-P84W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P84W5
      OFFSETS:	16-17
       TOKENS:	P84W6-P84W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P84W6
      OFFSETS:	18-19
       TOKENS:	P84W7-P84W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	التلك
     IS_TRANS:	Altlk
        INDEX:	P85W1
      OFFSETS:	0-5
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Altlk)
          POS:	TYPO
          VOC:	Altlk
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P86W1
      OFFSETS:	0-1
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	راجع
     IS_TRANS:	rAjE
        INDEX:	P86W2
      OFFSETS:	2-6
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rAjiE)
          POS:	ADJ
          VOC:	rAjiE
        GLOSS:	returning/reverting/attributed

 INPUT STRING:	امته
     IS_TRANS:	Amth
        INDEX:	P86W3
      OFFSETS:	7-11
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<imtah_1]
   UNSPLITVOC:	(<imtah)
          POS:	INTERROG_ADV
          VOC:	<imtah
        GLOSS:	when

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P87W1
      OFFSETS:	0-3
       TOKENS:	P87W1-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor/neither

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P87W2
      OFFSETS:	4-8
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+be known/know

 INPUT STRING:	صحيه
     IS_TRANS:	SHyh
        INDEX:	P88W1
      OFFSETS:	0-4
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SaHiy_1]
   UNSPLITVOC:	(SaHoy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SaHoy~+ap
        GLOSS:	awake+[fem.sg.]

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P88W2
      OFFSETS:	5-6
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P90W1
      OFFSETS:	0-6
       TOKENS:	P90W1-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P90W2
      OFFSETS:	7-9
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P91W1
      OFFSETS:	0-3
       TOKENS:	P91W1-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P91W2
      OFFSETS:	4-8
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	زهقانه
     IS_TRANS:	zhqAnh
        INDEX:	P91W3
      OFFSETS:	9-15
       TOKENS:	P91W4-P91W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zahoqAn_1]
   UNSPLITVOC:	(zahoqAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zahoqAn+ap
        GLOSS:	be fed up+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P91W4
      OFFSETS:	16-17
       TOKENS:	P91W5-P91W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	جعانه
     IS_TRANS:	jEAnh
        INDEX:	P91W5
      OFFSETS:	18-23
       TOKENS:	P91W6-P91W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEAn_1]
   UNSPLITVOC:	(jaEAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jaEAn+ap
        GLOSS:	Hungry+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P92W1
      OFFSETS:	0-3
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	قرفانه
     IS_TRANS:	qrfAnh
        INDEX:	P92W2
      OFFSETS:	4-10
       TOKENS:	P92W2-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarofAn_1]
   UNSPLITVOC:	(qarofAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qarofAn+ap
        GLOSS:	disgusted+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P93W1
      OFFSETS:	0-3
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P93W2
      OFFSETS:	4-8
       TOKENS:	P93W2-P93W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more/most/majority

 INPUT STRING:	منمتش
     IS_TRANS:	mnmt$
        INDEX:	P94W1
      OFFSETS:	0-5
       TOKENS:	P94W1-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(mA_nimti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+nim+t+$
        GLOSS:	not+sleep/lie down+I+not

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P94W2
      OFFSETS:	6-7
       TOKENS:	P94W4-P94W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P94W3
      OFFSETS:	8-9
       TOKENS:	P94W5-P94W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	رحتي
     IS_TRANS:	rHty
        INDEX:	P95W1
      OFFSETS:	0-4
       TOKENS:	P95W1-P95W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	ruH+tiy
        GLOSS:	begin/go+you

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P95W2
      OFFSETS:	5-7
       TOKENS:	P95W2-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	مدرسة
     IS_TRANS:	mdrsp
        INDEX:	P95W3
      OFFSETS:	8-13
       TOKENS:	P95W3-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	madoras+ap
        GLOSS:	school/schools+[fem.sg.]

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P95W4
      OFFSETS:	14-15
       TOKENS:	P95W4-P95W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P96W1
      OFFSETS:	0-2
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	مصطفي
     IS_TRANS:	mSTfy
        INDEX:	P97W1
      OFFSETS:	0-5
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSoTafaY_1]
   UNSPLITVOC:	(muSoTafaY)
          POS:	NOUN_PROP
          VOC:	muSoTafaY
        GLOSS:	Mustafa/Moustapha/Chosen one (Muhammad)

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P97W2
      OFFSETS:	6-9
       TOKENS:	P97W2-P97W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Aly)
          POS:	TYPO
          VOC:	Aly
        GLOSS:	nogloss

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P97W3
      OFFSETS:	10-14
       TOKENS:	P97W3-P97W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mAfiyh$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+h+$
        GLOSS:	is not+for/to+it/he+not

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P97W4
      OFFSETS:	15-19
       TOKENS:	P97W7-P97W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	بكره
     IS_TRANS:	bkrh
        INDEX:	P97W5
      OFFSETS:	20-24
       TOKENS:	P97W8-P97W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P97W6
      OFFSETS:	25-29
       TOKENS:	P97W9-P97W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P98W1
      OFFSETS:	0-2
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	سمعت
     IS_TRANS:	smEt
        INDEX:	P98W2
      OFFSETS:	3-7
       TOKENS:	P98W2-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[samaE_1]
   UNSPLITVOC:	(simiEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	simiE+t
        GLOSS:	have listen/listen/make hear/hear+I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P99W1
      OFFSETS:	0-2
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P99W2
      OFFSETS:	3-7
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	بقا
     IS_TRANS:	bqA
        INDEX:	P99W3
      OFFSETS:	8-11
       TOKENS:	P99W3-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqA_1]
   UNSPLITVOC:	(baqA)
          POS:	ADV
          VOC:	baqA
        GLOSS:	then/so

 INPUT STRING:	هتعملي
     IS_TRANS:	htEmly
        INDEX:	P99W4
      OFFSETS:	12-18
       TOKENS:	P99W4-P99W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HatiEomiliy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+Eomil+iy
        GLOSS:	will+you+function/make/act/do+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P99W5
      OFFSETS:	19-22
       TOKENS:	P99W6-P99W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	تودي
     IS_TRANS:	twdy
        INDEX:	P99W6
      OFFSETS:	23-27
       TOKENS:	P99W7-P99W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twdy)
          POS:	FOREIGN
          VOC:	twdy
        GLOSS:	nogloss

 INPUT STRING:	رايها
     IS_TRANS:	rAyhA
        INDEX:	P100W1
      OFFSETS:	0-5
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyHap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	rAyH+ap
        GLOSS:	going+[fem.sg.]

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P100W2
      OFFSETS:	6-9
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/with

 INPUT STRING:	مامتوا
     IS_TRANS:	mAmtwA
        INDEX:	P100W3
      OFFSETS:	10-16
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAmtwA)
          POS:	TYPO
          VOC:	mAmtwA
        GLOSS:	nogloss

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P100W4
      OFFSETS:	17-22
       TOKENS:	P100W4-P100W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(waAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wa+Ainotiy
