 INPUT STRING:	مصطفى
     IS_TRANS:	<n
        INDEX:	P96W4
      OFFSETS:	17-19
       TOKENS:	P96W4-P96W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P96W5
      OFFSETS:	20-23
       TOKENS:	P96W5-P96W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P96W6
      OFFSETS:	24-28
       TOKENS:	P96W6-P96W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	هأروح
     IS_TRANS:	h>rwH
        INDEX:	P96W7
      OFFSETS:	29-34
       TOKENS:	P96W7-P96W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+>a+ruwH
        GLOSS:	will+I+go

 INPUT STRING:	برشلونة
     IS_TRANS:	br$lwnp
        INDEX:	P96W8
      OFFSETS:	35-42
       TOKENS:	P96W9-P96W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar$luwnap_1]
   UNSPLITVOC:	(bar$luwnap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	bar$luwn+ap
        GLOSS:	Barcelona+[fem.sg.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P96W9
      OFFSETS:	43-45
       TOKENS:	P96W10-P96W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P96W10
      OFFSETS:	46-49
       TOKENS:	P96W11-P96W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P96W11
      OFFSETS:	50-54
       TOKENS:	P96W12-P96W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P96W12
      OFFSETS:	55-57
       TOKENS:	P96W13-P96W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P96W13
      OFFSETS:	58-61
       TOKENS:	P96W14-P96W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P96W14
      OFFSETS:	62-66
       TOKENS:	P96W15-P96W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	هأتفرج
     IS_TRANS:	h>tfrj
        INDEX:	P96W15
      OFFSETS:	67-73
       TOKENS:	P96W16-P96W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(HAatfar~aj)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+>a+tfar~aj
        GLOSS:	will+I+watch

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P96W16
      OFFSETS:	74-77
       TOKENS:	P96W18-P96W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ماتش
     IS_TRANS:	mAt$
        INDEX:	P96W17
      OFFSETS:	78-82
       TOKENS:	P96W19-P96W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAto$_1]
   UNSPLITVOC:	(mAto$)
          POS:	NOUN
          VOC:	mAto$
        GLOSS:	match/matches

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P96W18
      OFFSETS:	83-86
       TOKENS:	P96W20-P96W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lihum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+them

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P96W19
      OFFSETS:	87-91
       TOKENS:	P96W22-P96W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P97W1
      OFFSETS:	0-2
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P97W2
      OFFSETS:	3-5
       TOKENS:	P97W2-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P97W3
      OFFSETS:	6-8
       TOKENS:	P97W3-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	بابايا
     IS_TRANS:	bAbAyA
        INDEX:	P97W4
      OFFSETS:	9-15
       TOKENS:	P97W4-P97W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bAbA+iy
        GLOSS:	father+my

 INPUT STRING:	يوافق
     IS_TRANS:	ywAfq
        INDEX:	P97W5
      OFFSETS:	16-21
       TOKENS:	P97W6-P97W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfiq_1]
   UNSPLITVOC:	(yiwAfiq)
          POS:	IV3MS+IV
          VOC:	yi+wAfiq
        GLOSS:	he/it+agree/be in conformity/accept/put in order/repair/be suitable/be fit/reform et right

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P98W1
      OFFSETS:	0-3
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P98W2
      OFFSETS:	4-6
       TOKENS:	P98W2-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P98W3
      OFFSETS:	7-10
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كبرت
     IS_TRANS:	kbrt
        INDEX:	P98W4
      OFFSETS:	11-15
       TOKENS:	P98W5-P98W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibir_1]
   UNSPLITVOC:	(kibirt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kibir+t
        GLOSS:	grow older/increase/augment/become large/become plump/magnify/amplify/grow+I

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P98W5
      OFFSETS:	16-18
       TOKENS:	P98W6-P98W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بابا
     IS_TRANS:	bAbA
        INDEX:	P98W6
      OFFSETS:	19-23
       TOKENS:	P98W7-P98W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbA)
          POS:	NOUN
          VOC:	bAbA
        GLOSS:	father

 INPUT STRING:	حأحها
     IS_TRANS:	H>HhA
        INDEX:	P99W1
      OFFSETS:	0-5
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(H>HhA)
          POS:	TYPO
          VOC:	H>HhA
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P99W2
      OFFSETS:	6-7
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P100W1
      OFFSETS:	0-2
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P100W2
      OFFSETS:	3-5
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P100W3
      OFFSETS:	6-9
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P100W4
      OFFSETS:	10-13
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P100W5
      OFFSETS:	14-16
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	بيعشق
     IS_TRANS:	byE$q
        INDEX:	P100W6
      OFFSETS:	17-22
       TOKENS:	P100W6-P100W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ei$iq_1]
   UNSPLITVOC:	(biyiEo$aq)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eo$aq
        GLOSS:	[present-tense]+he/it+admire/be fond of/love

 INPUT STRING:	ريال
     IS_TRANS:	ryAl
        INDEX:	P100W7
      OFFSETS:	23-27
       TOKENS:	P100W8-P100W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[riyAl_2]
   UNSPLITVOC:	(riyAl)
          POS:	NOUN_PROP
          VOC:	riyAl
        GLOSS:	Real

 INPUT STRING:	مدريد
     IS_TRANS:	mdryd
        INDEX:	P100W8
      OFFSETS:	28-33
       TOKENS:	P100W9-P100W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madriyd_1]
   UNSPLITVOC:	(madriyd)
          POS:	NOUN_PROP
          VOC:	madriyd
        GLOSS:	Madrid

 INPUT STRING:	وبيكره
     IS_TRANS:	wbykrh
        INDEX:	P100W9
      OFFSETS:	34-40
       TOKENS:	P100W10-P100W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kirih_1]
   UNSPLITVOC:	(wibiyikorah)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+korah
        GLOSS:	and+[present-tense]+he/it+loathe/dislike/hate

 INPUT STRING:	برشلونة
     IS_TRANS:	br$lwnp
        INDEX:	P100W10
      OFFSETS:	41-48
       TOKENS:	P100W13-P100W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar$luwnap_1]
   UNSPLITVOC:	(bar$luwnap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	bar$luwn+ap
        GLOSS:	Barcelona+[fem.sg.]

 INPUT STRING:	هاهاهه
     IS_TRANS:	hAhAhh
        INDEX:	P100W11
      OFFSETS:	49-55
       TOKENS:	P100W14-P100W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(hAhAhah)
          POS:	INTERJ
          VOC:	hAhAhah
        GLOSS:	laughing

 INPUT STRING:	فمش
     IS_TRANS:	fm$
        INDEX:	P101W1
      OFFSETS:	0-3
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(fami$)
          POS:	CONJ+NEG_PART
          VOC:	fa+mi$
        GLOSS:	so/and+not

 INPUT STRING:	هيسفرني
     IS_TRANS:	hysfrny
        INDEX:	P101W2
      OFFSETS:	4-11
       TOKENS:	P101W3-P101W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saf~ar_1]
   UNSPLITVOC:	(Hayisaf~arniy)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:1S
          VOC:	Ha+yi+saf~ar+niy
        GLOSS:	will+he/it+make travel+me

 INPUT STRING:	برشلونة
     IS_TRANS:	br$lwnp
        INDEX:	P101W3
      OFFSETS:	12-19
       TOKENS:	P101W6-P101W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bar$iluwnap_1]
   UNSPLITVOC:	(bar$iluwnap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	bar$iluwn+ap
        GLOSS:	Barcelona+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P101W4
      OFFSETS:	20-21
       TOKENS:	P101W7-P101W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P102W1
      OFFSETS:	0-3
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P102W2
      OFFSETS:	4-6
       TOKENS:	P102W2-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	هتروح
     IS_TRANS:	htrwH
        INDEX:	P102W3
      OFFSETS:	7-12
       TOKENS:	P102W4-P102W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HatiruwH)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+ruwH
        GLOSS:	will+you+begin/go

 INPUT STRING:	مدريد
     IS_TRANS:	mdryd
        INDEX:	P102W4
      OFFSETS:	13-18
       TOKENS:	P102W6-P102W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[madriyd_1]
   UNSPLITVOC:	(madriyd)
          POS:	NOUN_PROP
          VOC:	madriyd
        GLOSS:	Madrid

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P102W5
      OFFSETS:	19-23
       TOKENS:	P102W7-P102W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	يخليك
     IS_TRANS:	yxlyk
        INDEX:	P102W6
      OFFSETS:	24-29
       TOKENS:	P102W9-P102W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iyk)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+xal~iy+ak
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P102W7
      OFFSETS:	30-32
       TOKENS:	P102W11-P102W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	ههحاهه
     IS_TRANS:	hhHAhh
        INDEX:	P103W1
      OFFSETS:	0-6
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hhHAhh)
          POS:	TYPO
          VOC:	hhHAhh
        GLOSS:	nogloss

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P103W2
      OFFSETS:	7-9
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بأكره
     IS_TRANS:	b>krh
        INDEX:	P103W3
      OFFSETS:	10-15
       TOKENS:	P103W3-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kirih_1]
   UNSPLITVOC:	(bAakorah)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+korah
        GLOSS:	[present-tense]+I+loathe/dislike/hate

 INPUT STRING:	مدير
     IS_TRANS:	mdyr
        INDEX:	P103W4
      OFFSETS:	16-20
       TOKENS:	P103W5-P103W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mdyr)
          POS:	TYPO
          VOC:	mdyr
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P103W5
      OFFSETS:	21-22
       TOKENS:	P103W6-P103W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P104W1
      OFFSETS:	0-2
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	قول
     IS_TRANS:	qwl
        INDEX:	P104W2
      OFFSETS:	3-6
       TOKENS:	P104W2-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwl)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	quwl+(null)
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P104W3
      OFFSETS:	7-9
       TOKENS:	P104W3-P104W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P104W4
      OFFSETS:	10-13
       TOKENS:	P104W5-P104W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P104W5
      OFFSETS:	14-19
       TOKENS:	P104W6-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+NOUN
          VOC:	wi+xalAS
        GLOSS:	and+deliverance/salvation/settlement

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P104W6
      OFFSETS:	20-22
       TOKENS:	P104W8-P104W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laughing

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P105W1
      OFFSETS:	0-4
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	تؤمري
     IS_TRANS:	t&mry
        INDEX:	P105W2
      OFFSETS:	5-10
       TOKENS:	P105W2-P105W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(tu&muriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	tu+&mur+iy
        GLOSS:	you+order+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P105W3
      OFFSETS:	11-12
       TOKENS:	P105W3-P105W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
