 INPUT STRING:	عاملة
        LEMMA:	[Hasad_1]
   UNSPLITVOC:	(yiHosidkuw)
          POS:	IV3MS+IV+IVSUFF_DO:2P
          VOC:	yi+Hosid+kuw
        GLOSS:	he/it+envy+you

 INPUT STRING:	وانتوا
     IS_TRANS:	wAntwA
        INDEX:	P64W16
      OFFSETS:	67-73
       TOKENS:	P64W19-P64W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(wiAinotuw)
          POS:	SUB_CONJ+PRON_2P
          VOC:	wi+Ainotuw
        GLOSS:	while+you [pl.]

 INPUT STRING:	امامير
     IS_TRANS:	AmAmyr
        INDEX:	P64W17
      OFFSETS:	74-80
       TOKENS:	P64W21-P64W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Amuwr_1]
   UNSPLITVOC:	(AmAmiyr)
          POS:	ADJ
          VOC:	AmAmiyr
        GLOSS:	pretty

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P64W18
      OFFSETS:	81-84
       TOKENS:	P64W22-P64W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P65W1
      OFFSETS:	0-5
       TOKENS:	P65W1-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P65W2
      OFFSETS:	6-9
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P65W3
      OFFSETS:	10-13
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	بأفكر
     IS_TRANS:	b>fkr
        INDEX:	P65W4
      OFFSETS:	14-19
       TOKENS:	P65W5-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(bAafak~ar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+fak~ar
        GLOSS:	[present-tense]+I+think/consider/ponder

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P65W5
      OFFSETS:	20-22
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	جده
     IS_TRANS:	jdh
        INDEX:	P65W6
      OFFSETS:	23-26
       TOKENS:	P65W8-P65W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	jid~+uh
        GLOSS:	seriousness/earnestness/very/much/grandfather+his/its

 INPUT STRING:	يحيى
     IS_TRANS:	yHyY
        INDEX:	P66W1
      OFFSETS:	0-4
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yiHoyaY_1]
   UNSPLITVOC:	(yiHoyaY)
          POS:	NOUN_PROP
          VOC:	yiHoyaY
        GLOSS:	yiHoyaY

 INPUT STRING:	تعبان
     IS_TRANS:	tEbAn
        INDEX:	P66W2
      OFFSETS:	5-10
       TOKENS:	P66W2-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobAn_1]
   UNSPLITVOC:	(taEobAn)
          POS:	ADJ
          VOC:	taEobAn
        GLOSS:	tired/weary/oppressed/overburdened/suppressed/fed up/stressed/exhausted

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P66W3
      OFFSETS:	11-14
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very much+[acc.indef.]

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P67W1
      OFFSETS:	0-3
       TOKENS:	P67W1-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	بيبطل
     IS_TRANS:	bybTl
        INDEX:	P67W2
      OFFSETS:	4-9
       TOKENS:	P67W3-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biTil_1]
   UNSPLITVOC:	(biyiboTal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+boTal
        GLOSS:	[present-tense]+he/it+be heroic/become out of date/become exhausted/become obsolete/become void/invalid/stop/become inactive

 INPUT STRING:	صريخ
     IS_TRANS:	Sryx
        INDEX:	P67W3
      OFFSETS:	10-14
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Siriyx_1]
   UNSPLITVOC:	(Siriyx)
          POS:	NOUN
          VOC:	Siriyx
        GLOSS:	shouting/screaming

 INPUT STRING:	وعياط
     IS_TRANS:	wEyAT
        INDEX:	P67W4
      OFFSETS:	15-20
       TOKENS:	P67W6-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EiyAT_1]
   UNSPLITVOC:	(wiEiyAT)
          POS:	CONJ+NOUN
          VOC:	wi+EiyAT
        GLOSS:	and+crying/weeping

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P67W5
      OFFSETS:	21-22
       TOKENS:	P67W8-P67W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	سلامتة
     IS_TRANS:	slAmtp
        INDEX:	P68W1
      OFFSETS:	0-6
       TOKENS:	P68W1-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	salAm+ap+uh
        GLOSS:	security/safety/integrity+[fem.sg.]+his/its

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P68W2
      OFFSETS:	7-10
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousands/thousand/thounsand/one thousand

 INPUT STRING:	سلامة
     IS_TRANS:	slAmp
        INDEX:	P68W3
      OFFSETS:	11-16
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	salAm+ap
        GLOSS:	security/safety/integrity+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P68W4
      OFFSETS:	17-19
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P68W5
      OFFSETS:	20-23
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munay_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mona/Muna/Mouna

 INPUT STRING:	القزعة
     IS_TRANS:	AlqzEp
        INDEX:	P68W6
      OFFSETS:	24-30
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quzoEap_1]
   UNSPLITVOC:	(AlquzoEap)
          POS:	DET+ADJ
          VOC:	Al+quzoEap
        GLOSS:	the+very small

 INPUT STRING:	فريدة
     IS_TRANS:	frydp
        INDEX:	P68W7
      OFFSETS:	31-36
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fariydap_2]
   UNSPLITVOC:	(fariydap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	fariyd+ap
        GLOSS:	Farida+[fem.sg.]

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P68W8
      OFFSETS:	37-40
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P68W9
      OFFSETS:	41-47
       TOKENS:	P68W10-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P68W10
      OFFSETS:	48-50
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P68W11
      OFFSETS:	51-54
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	بأسأل
     IS_TRANS:	b>s>l
        INDEX:	P68W12
      OFFSETS:	55-60
       TOKENS:	P68W13-P68W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(bAaso>al)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+so>al
        GLOSS:	[present-tense]+I+ask/inquire/request/be asked

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P68W13
      OFFSETS:	61-68
       TOKENS:	P68W15-P68W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/(for example)+we

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P68W14
      OFFSETS:	69-71
       TOKENS:	P68W17-P68W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P68W15
      OFFSETS:	72-76
       TOKENS:	P68W19-P68W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	aggressive/hostile/ordinary

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P68W16
      OFFSETS:	77-80
       TOKENS:	P68W20-P68W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تكبر
     IS_TRANS:	tkbr
        INDEX:	P68W17
      OFFSETS:	81-85
       TOKENS:	P68W21-P68W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibir_1]
   UNSPLITVOC:	(tikobar)
          POS:	IV3FS+IV
          VOC:	ti+kobar
        GLOSS:	it/they/she+grow older/increase/augment/become large/become plump/magnify/amplify/grow

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P68W18
      OFFSETS:	86-88
       TOKENS:	P68W22-P68W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P68W19
      OFFSETS:	89-92
       TOKENS:	P68W23-P68W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P68W20
      OFFSETS:	93-97
       TOKENS:	P68W24-P68W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حاتبقى
     IS_TRANS:	HAtbqY
        INDEX:	P68W21
      OFFSETS:	98-104
       TOKENS:	P68W25-P68W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tibqaY_1]
   UNSPLITVOC:	(HAtibqaY)
          POS:	FUT_PART+IV3FS+IV
          VOC:	HA+ti+bqaY
        GLOSS:	will+she+become

 INPUT STRING:	أحسن
     IS_TRANS:	>Hsn
        INDEX:	P68W22
      OFFSETS:	105-109
       TOKENS:	P68W27-P68W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	وأهدأ
     IS_TRANS:	w>hd>
        INDEX:	P68W23
      OFFSETS:	110-115
       TOKENS:	P68W28-P68W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hady_1]
   UNSPLITVOC:	(>ahoda>)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>ahoda>
        GLOSS:	and+more calm/more quite

 INPUT STRING:	وتنام
     IS_TRANS:	wtnAm
        INDEX:	P68W24
      OFFSETS:	116-121
       TOKENS:	P68W30-P68W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(witinAm)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+nAm
        GLOSS:	and+it/they/she+sleep/lie down

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P68W25
      OFFSETS:	122-125
       TOKENS:	P68W32-P68W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عايشة
     IS_TRANS:	EAy$p
        INDEX:	P68W26
      OFFSETS:	126-131
       TOKENS:	P68W33-P68W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyo$+ap
        GLOSS:	living/alive+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P68W27
      OFFSETS:	132-135
       TOKENS:	P68W34-P68W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الّأمل
     IS_TRANS:	Al~>ml
        INDEX:	P68W28
      OFFSETS:	136-142
       TOKENS:	P68W35-P68W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amal_1]
   UNSPLITVOC:	(Al>amal)
          POS:	DET+NOUN
          VOC:	Al+>amal
        GLOSS:	the+hope

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P68W29
      OFFSETS:	143-145
       TOKENS:	P68W36-P68W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P69W1
      OFFSETS:	0-2
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P69W2
      OFFSETS:	3-6
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P69W3
      OFFSETS:	7-11
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يحيي
     IS_TRANS:	yHyy
        INDEX:	P69W4
      OFFSETS:	12-16
       TOKENS:	P69W4-P69W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yaHoyaY_1]
   UNSPLITVOC:	(yaHoyaY)
          POS:	NOUN_PROP
          VOC:	yaHoyaY
        GLOSS:	Yahya/Yahia/Yehiyeh

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P69W5
      OFFSETS:	18-22
       TOKENS:	P69W5-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P69W6
      OFFSETS:	23-27
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine (arts)

 INPUT STRING:	ويهدأ
     IS_TRANS:	wyhd>
        INDEX:	P70W1
      OFFSETS:	0-5
       TOKENS:	P70W1-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hada>_1]
   UNSPLITVOC:	(wiyihoda>)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+hoda>
        GLOSS:	and+he/it+calm down/subside

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P71W1
      OFFSETS:	0-3
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P71W2
      OFFSETS:	4-6
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P71W3
      OFFSETS:	7-12
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P71W4
      OFFSETS:	13-16
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الكلمة
     IS_TRANS:	Alklmp
        INDEX:	P71W5
      OFFSETS:	17-23
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(Alkilomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kilom+ap
        GLOSS:	the+word+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P71W6
      OFFSETS:	24-26
       TOKENS:	P71W6-P71W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P71W7
      OFFSETS:	27-30
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P71W8
      OFFSETS:	31-32
       TOKENS:	P71W8-P71W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P72W1
      OFFSETS:	0-2
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	ah

 INPUT STRING:	فهمت
     IS_TRANS:	fhmt
        INDEX:	P72W2
      OFFSETS:	3-7
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	fihim+t
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+I

 INPUT STRING:	قصدك
     IS_TRANS:	qSdk
        INDEX:	P72W3
      OFFSETS:	8-12
       TOKENS:	P72W3-P72W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	qaSod+ik
