 INPUT STRING:	اميرة
        INDEX:	P156W5
      OFFSETS:	19-23
       TOKENS:	P156W7-P156W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liykiy)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/for+you

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P157W1
      OFFSETS:	0-2
       TOKENS:	P157W1-P157W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لقتها
     IS_TRANS:	lqthA
        INDEX:	P158W1
      OFFSETS:	0-5
       TOKENS:	P158W1-P158W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqithA)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3FS
          VOC:	laq+it+hA
        GLOSS:	find/be found/exist/ascertain/come upon/modal of probability/encounter/discover+it/they/she+it/them/her

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P159W1
      OFFSETS:	0-6
       TOKENS:	P159W1-P159W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	لقتي
     IS_TRANS:	lqty
        INDEX:	P160W1
      OFFSETS:	0-4
       TOKENS:	P160W1-P160W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lqty)
          POS:	TYPO
          VOC:	lqty
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P160W2
      OFFSETS:	5-8
       TOKENS:	P160W2-P160W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	سيتنج
     IS_TRANS:	sytnj
        INDEX:	P161W1
      OFFSETS:	0-5
       TOKENS:	P161W1-P161W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(sytnj)
          POS:	FOREIGN
          VOC:	sytnj
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P162W1
      OFFSETS:	0-2
       TOKENS:	P162W1-P162W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	والميل
     IS_TRANS:	wAlmyl
        INDEX:	P162W2
      OFFSETS:	3-9
       TOKENS:	P162W2-P162W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mayl_1]
   UNSPLITVOC:	(wiAlmayl)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mayl
        GLOSS:	and+the+mail

 INPUT STRING:	هيستورب
     IS_TRANS:	hystwrb
        INDEX:	P162W3
      OFFSETS:	10-17
       TOKENS:	P162W4-P162W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hystwrb)
          POS:	TYPO
          VOC:	hystwrb
        GLOSS:	nogloss

 INPUT STRING:	دوسي
     IS_TRANS:	dwsy
        INDEX:	P163W1
      OFFSETS:	0-4
       TOKENS:	P163W1-P163W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAs_1]
   UNSPLITVOC:	(duwsiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	duws+iy
        GLOSS:	press+you

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P163W2
      OFFSETS:	5-10
       TOKENS:	P163W2-P163W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+you

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P164W1
      OFFSETS:	0-3
       TOKENS:	P164W1-P164W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P164W2
      OFFSETS:	4-7
       TOKENS:	P164W2-P164W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الايميل
     IS_TRANS:	AlAymyl
        INDEX:	P165W1
      OFFSETS:	0-7
       TOKENS:	P165W1-P165W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiymayl_1]
   UNSPLITVOC:	(AlAiymayl)
          POS:	DET+NOUN
          VOC:	Al+Aiymayl
        GLOSS:	the+email

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P166W1
      OFFSETS:	0-3
       TOKENS:	P166W1-P166W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P167W1
      OFFSETS:	0-2
       TOKENS:	P167W1-P167W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P168W1
      OFFSETS:	0-3
       TOKENS:	P168W1-P168W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	الميل
     IS_TRANS:	Almyl
        INDEX:	P168W2
      OFFSETS:	4-9
       TOKENS:	P168W2-P168W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyl_1]
   UNSPLITVOC:	(Almiyl)
          POS:	DET+NOUN
          VOC:	Al+miyl
        GLOSS:	the+mail

 INPUT STRING:	والجي
     IS_TRANS:	wAljy
        INDEX:	P168W3
      OFFSETS:	10-15
       TOKENS:	P168W3-P168W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAljy)
          POS:	FOREIGN
          VOC:	wAljy
        GLOSS:	nogloss

 INPUT STRING:	ميل
     IS_TRANS:	myl
        INDEX:	P168W4
      OFFSETS:	16-19
       TOKENS:	P168W4-P168W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyl_1]
   UNSPLITVOC:	(miyl)
          POS:	NOUN
          VOC:	miyl
        GLOSS:	mail

 INPUT STRING:	والفيس
     IS_TRANS:	wAlfys
        INDEX:	P168W5
      OFFSETS:	20-26
       TOKENS:	P168W5-P168W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiys_1]
   UNSPLITVOC:	(wiAlfiys)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wi+Al+fiys
        GLOSS:	and+the+facebook/face

 INPUT STRING:	تقريبا
     IS_TRANS:	tqrybA
        INDEX:	P168W6
      OFFSETS:	27-33
       TOKENS:	P168W7-P168W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoriyb_1]
   UNSPLITVOC:	(taqoriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqoriyb+AF
        GLOSS:	approximation/bringing close/drawing near+[acc.indef.]

 INPUT STRING:	ابعتي
     IS_TRANS:	AbEty
        INDEX:	P169W1
      OFFSETS:	0-5
       TOKENS:	P169W1-P169W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(AiboEatiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiboEat+iy
        GLOSS:	send+you

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P169W2
      OFFSETS:	6-9
       TOKENS:	P169W2-P169W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجيميل
     IS_TRANS:	Aljymyl
        INDEX:	P169W3
      OFFSETS:	10-17
       TOKENS:	P169W3-P169W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aljymyl)
          POS:	FOREIGN
          VOC:	Aljymyl
        GLOSS:	nogloss

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P170W1
      OFFSETS:	0-6
       TOKENS:	P170W1-P170W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	تفتحي
     IS_TRANS:	tftHy
        INDEX:	P170W2
      OFFSETS:	7-12
       TOKENS:	P170W3-P170W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(tifotaHiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fotaH+iy
        GLOSS:	you+open/conquer/be opened/be conquered+you

 INPUT STRING:	الميل
     IS_TRANS:	Almyl
        INDEX:	P170W3
      OFFSETS:	13-18
       TOKENS:	P170W4-P170W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyl_1]
   UNSPLITVOC:	(Almiyl)
          POS:	DET+NOUN
          VOC:	Al+miyl
        GLOSS:	the+mail

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P170W4
      OFFSETS:	19-21
       TOKENS:	P170W5-P170W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاب
     IS_TRANS:	AlAb
        INDEX:	P170W5
      OFFSETS:	22-26
       TOKENS:	P170W6-P170W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAb)
          POS:	TYPO
          VOC:	AlAb
        GLOSS:	nogloss

 INPUT STRING:	توب
     IS_TRANS:	twb
        INDEX:	P170W6
      OFFSETS:	27-30
       TOKENS:	P170W7-P170W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twb)
          POS:	FOREIGN
          VOC:	twb
        GLOSS:	nogloss

 INPUT STRING:	وتحمليها
     IS_TRANS:	wtHmlyhA
        INDEX:	P170W7
      OFFSETS:	31-39
       TOKENS:	P170W8-P170W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Ham~il_1]
   UNSPLITVOC:	(witiHam~iliyhA)
          POS:	CONJ+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3FS
          VOC:	wi+ti+Homil+iy+hA
        GLOSS:	and+you+load+you+it/them/her

 INPUT STRING:	ابعت
     IS_TRANS:	AbEt
        INDEX:	P171W1
      OFFSETS:	0-4
       TOKENS:	P171W1-P171W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(AaboEat)
          POS:	IV1S+IV
          VOC:	Aa+boEat
        GLOSS:	I+send

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P171W2
      OFFSETS:	5-8
       TOKENS:	P171W2-P171W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P172W1
      OFFSETS:	0-3
       TOKENS:	P172W1-P172W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الديسك
     IS_TRANS:	Aldysk
        INDEX:	P172W2
      OFFSETS:	4-10
       TOKENS:	P172W2-P172W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diysok_1]
   UNSPLITVOC:	(Aldiysok)
          POS:	DET+NOUN
          VOC:	Al+diysok
        GLOSS:	the+disk (computer)/disks (computer)

 INPUT STRING:	توب
     IS_TRANS:	twb
        INDEX:	P172W3
      OFFSETS:	11-14
       TOKENS:	P172W3-P172W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twb)
          POS:	FOREIGN
          VOC:	twb
        GLOSS:	nogloss

 INPUT STRING:	الهيستوري
     IS_TRANS:	Alhystwry
        INDEX:	P173W1
      OFFSETS:	0-9
       TOKENS:	P173W1-P173W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alhystwry)
          POS:	FOREIGN
          VOC:	Alhystwry
        GLOSS:	nogloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P174W1
      OFFSETS:	0-3
       TOKENS:	P174W1-P174W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P174W2
      OFFSETS:	4-8
       TOKENS:	P174W2-P174W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	لحسن
     IS_TRANS:	lHsn
        INDEX:	P174W3
      OFFSETS:	9-13
       TOKENS:	P174W3-P174W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lHsn)
          POS:	TYPO
          VOC:	lHsn
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P174W4
      OFFSETS:	14-17
       TOKENS:	P174W4-P174W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	نايمة
     IS_TRANS:	nAymp
        INDEX:	P174W5
      OFFSETS:	18-23
       TOKENS:	P174W5-P174W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAyim_1]
   UNSPLITVOC:	(nAyomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAyom+ap
        GLOSS:	sleeping/asleep+[fem.sg.]

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P175W1
      OFFSETS:	0-4
       TOKENS:	P175W1-P175W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	تصبحي
     IS_TRANS:	tSbHy
        INDEX:	P176W1
      OFFSETS:	0-5
       TOKENS:	P176W1-P176W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(tiSobaHiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+SobaH+iy
        GLOSS:	you [fem.sg.]+become/begin/start+[fem.sg.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P176W2
      OFFSETS:	6-9
       TOKENS:	P176W2-P176W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P176W3
      OFFSETS:	10-13
       TOKENS:	P176W3-P176W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	والموضوع
     IS_TRANS:	wAlmwDwE
        INDEX:	P177W1
      OFFSETS:	0-8
       TOKENS:	P177W1-P177W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(wiAlmawDuwE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mawDuwE
        GLOSS:	and+the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P177W2
      OFFSETS:	9-13
       TOKENS:	P177W3-P177W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	الاب
     IS_TRANS:	AlAb
        INDEX:	P177W3
      OFFSETS:	14-18
       TOKENS:	P177W4-P177W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAb)
          POS:	TYPO
          VOC:	AlAb
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P177W4
      OFFSETS:	19-21
       TOKENS:	P177W5-P177W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P177W5
      OFFSETS:	22-24
       TOKENS:	P177W6-P177W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فهماه
     IS_TRANS:	fhmAh
        INDEX:	P177W6
      OFFSETS:	25-30
       TOKENS:	P177W7-P177W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fahomAh)
          POS:	ADJ+PRON_3MS
          VOC:	fahomA+h
        GLOSS:	understanding+it

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P178W1
      OFFSETS:	0-4
       TOKENS:	P178W1-P178W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P178W2
      OFFSETS:	5-8
       TOKENS:	P178W3-P178W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/labor/business

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P179W1
      OFFSETS:	0-2
       TOKENS:	P179W1-P179W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P179W2
      OFFSETS:	3-5
       TOKENS:	P179W2-P179W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P179W3
      OFFSETS:	6-9
       TOKENS:	P179W3-P179W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P179W4
      OFFSETS:	10-14
       TOKENS:	P179W4-P179W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	سلميلي
     IS_TRANS:	slmyly
        INDEX:	P180W1
      OFFSETS:	0-6
       TOKENS:	P180W1-P180W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(sal~imiy_liy)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	sal~im+iy+li+iy
        GLOSS:	greet/hand over/surrender/be safe+you+to/for+I

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P180W2
      OFFSETS:	7-10
       TOKENS:	P180W4-P180W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دودو
     IS_TRANS:	dwdw
        INDEX:	P180W3
      OFFSETS:	11-15
       TOKENS:	P180W5-P180W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwduw_1]
   UNSPLITVOC:	(duwduw)
          POS:	NOUN_PROP
          VOC:	duwduw
        GLOSS:	Dudu

 INPUT STRING:	وعموري
     IS_TRANS:	wEmwry
        INDEX:	P180W4
      OFFSETS:	16-22
       TOKENS:	P180W6-P180W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamuwriy_1]
   UNSPLITVOC:	(wiEamuwriy)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+Eamuwriy
        GLOSS:	and+nickname of Amr

 INPUT STRING:	يوصل
     IS_TRANS:	ywSl
        INDEX:	P181W1
      OFFSETS:	0-4
       TOKENS:	P181W1-P181W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(yiwoSal)
          POS:	IV3MS+IV
          VOC:	yi+woSal
        GLOSS:	he/it+arrive at/reach/connect/be arrived at/be reached/be connected

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P182W1
      OFFSETS:	0-4
       TOKENS:	P182W1-P182W1
