 INPUT STRING:	روحت
          POS:	VOC_PART+NOUN+POSS_PRON_1S
          VOC:	yA+lahow+iy
        GLOSS:	O/oh+entertainment/amusement+my

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P95W1
      OFFSETS:	0-4
       TOKENS:	P95W1-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمن
     IS_TRANS:	kmn
        INDEX:	P95W2
      OFFSETS:	5-8
       TOKENS:	P95W3-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also

 INPUT STRING:	عوزة
     IS_TRANS:	Ewzp
        INDEX:	P95W3
      OFFSETS:	9-13
       TOKENS:	P95W4-P95W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAwozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAwoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	ازاكر
     IS_TRANS:	AzAkr
        INDEX:	P95W4
      OFFSETS:	14-19
       TOKENS:	P95W5-P95W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zAkir_1]
   UNSPLITVOC:	(AazAkir)
          POS:	IV1S+IV
          VOC:	Aa+zAkir
        GLOSS:	I+study

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P95W5
      OFFSETS:	20-23
       TOKENS:	P95W6-P95W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	NOUN
          VOC:	fa$ox
        GLOSS:	spreading apart

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P96W1
      OFFSETS:	0-3
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P96W2
      OFFSETS:	4-8
       TOKENS:	P96W2-P96W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	ازاكر
     IS_TRANS:	AzAkr
        INDEX:	P96W3
      OFFSETS:	9-14
       TOKENS:	P96W3-P96W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zAkir_1]
   UNSPLITVOC:	(AazAkir)
          POS:	IV1S+IV
          VOC:	Aa+zAkir
        GLOSS:	I+study

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P96W4
      OFFSETS:	15-18
       TOKENS:	P96W4-P96W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	bastahbel
     IS_TRANS:	bastahbel
        INDEX:	P96W5
      OFFSETS:	19-28
       TOKENS:	P96W5-P96W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(bastahbel)
          POS:	TRANSLIT_ERR
          VOC:	bastahbel
        GLOSS:	bastahbel

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P96W6
      OFFSETS:	29-32
       TOKENS:	P96W6-P96W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P97W1
      OFFSETS:	0-4
       TOKENS:	P97W1-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	جمان
     IS_TRANS:	jmAn
        INDEX:	P97W2
      OFFSETS:	5-9
       TOKENS:	P97W3-P97W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(jmAn)
          POS:	TYPO
          VOC:	jmAn
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P98W1
      OFFSETS:	0-3
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P98W2
      OFFSETS:	4-10
       TOKENS:	P98W2-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imobAriH_1]
   UNSPLITVOC:	(<imobAriH)
          POS:	NOUN
          VOC:	<imobAriH
        GLOSS:	yesterday

 INPUT STRING:	رحت
     IS_TRANS:	rHt
        INDEX:	P98W3
      OFFSETS:	11-14
       TOKENS:	P98W3-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ruH+t
        GLOSS:	begin/go+I

 INPUT STRING:	ستي
     IS_TRANS:	sty
        INDEX:	P98W4
      OFFSETS:	15-18
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sitiy_1]
   UNSPLITVOC:	(sitiy)
          POS:	NOUN_PROP
          VOC:	sitiy
        GLOSS:	city

 INPUT STRING:	ستارز
     IS_TRANS:	stArz
        INDEX:	P98W5
      OFFSETS:	19-24
       TOKENS:	P98W5-P98W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[stArz_1]
   UNSPLITVOC:	(stArz)
          POS:	NOUN_PROP
          VOC:	stArz
        GLOSS:	Stars

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P98W6
      OFFSETS:	25-26
       TOKENS:	P98W6-P98W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P98W7
      OFFSETS:	27-29
       TOKENS:	P98W7-P98W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لاقيه
     IS_TRANS:	lAqyh
        INDEX:	P98W8
      OFFSETS:	30-35
       TOKENS:	P98W8-P98W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAqoy+ap
        GLOSS:	finding/seeing+[fem.sg.]

 INPUT STRING:	السي
     IS_TRANS:	Alsy
        INDEX:	P98W9
      OFFSETS:	36-40
       TOKENS:	P98W9-P98W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alsy)
          POS:	FOREIGN
          VOC:	Alsy
        GLOSS:	nogloss

 INPUT STRING:	جلد
     IS_TRANS:	jld
        INDEX:	P98W10
      OFFSETS:	41-44
       TOKENS:	P98W10-P98W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jld)
          POS:	FOREIGN
          VOC:	jld
        GLOSS:	nogloss

 INPUT STRING:	هلس
     IS_TRANS:	hls
        INDEX:	P98W11
      OFFSETS:	45-48
       TOKENS:	P98W11-P98W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hls)
          POS:	FOREIGN
          VOC:	hls
        GLOSS:	nogloss

 INPUT STRING:	خلاس
     IS_TRANS:	xlAs
        INDEX:	P98W12
      OFFSETS:	49-53
       TOKENS:	P98W12-P98W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P98W13
      OFFSETS:	54-56
       TOKENS:	P98W13-P98W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P98W14
      OFFSETS:	57-61
       TOKENS:	P98W14-P98W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing+[fem.sing.]

 INPUT STRING:	هعمل
     IS_TRANS:	hEml
        INDEX:	P98W15
      OFFSETS:	62-66
       TOKENS:	P98W15-P98W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(haEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+Eomil
        GLOSS:	will+I+function/make/act/do

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P98W16
      OFFSETS:	67-70
       TOKENS:	P98W17-P98W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P99W1
      OFFSETS:	0-2
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	خرا
     IS_TRANS:	xrA
        INDEX:	P99W2
      OFFSETS:	3-6
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarA_1]
   UNSPLITVOC:	(xarA)
          POS:	NOUN
          VOC:	xarA
        GLOSS:	feces

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P99W3
      OFFSETS:	7-9
       TOKENS:	P99W3-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	حاور
     IS_TRANS:	HAwr
        INDEX:	P99W4
      OFFSETS:	10-14
       TOKENS:	P99W4-P99W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HiwAr_1]
   UNSPLITVOC:	(HiwAr)
          POS:	NOUN
          VOC:	HiwAr
        GLOSS:	conversation/dialogue/discussion

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P99W5
      OFFSETS:	15-17
       TOKENS:	P99W5-P99W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	هجيب
     IS_TRANS:	hjyb
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(hajiyb)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+jiyb
        GLOSS:	will+I+explore/traverse/bring

 INPUT STRING:	اف
     IS_TRANS:	Af
        INDEX:	P100W2
      OFFSETS:	5-7
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Af)
          POS:	FOREIGN
          VOC:	Af
        GLOSS:	nogloss

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P100W3
      OFFSETS:	8-9
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	وحتي
     IS_TRANS:	wHty
        INDEX:	P100W4
      OFFSETS:	10-14
       TOKENS:	P100W5-P100W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wHty)
          POS:	FOREIGN
          VOC:	wHty
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P100W5
      OFFSETS:	15-16
       TOKENS:	P100W6-P100W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	انجز
     IS_TRANS:	Anjz
        INDEX:	P100W6
      OFFSETS:	17-21
       TOKENS:	P100W7-P100W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anojaz_1]
   UNSPLITVOC:	(>anojiz)
          POS:	IV1S+IV
          VOC:	>a+nojiz
        GLOSS:	I+implement/accomplish/perform

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P100W7
      OFFSETS:	22-25
       TOKENS:	P100W8-P100W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P101W1
      OFFSETS:	0-4
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لقيتي
     IS_TRANS:	lqyty
        INDEX:	P101W2
      OFFSETS:	5-10
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqiytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	laqiy+tiy
        GLOSS:	find/be found/exist/ascertain/come upon/modal of probability/encounter/discover+you

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P101W3
      OFFSETS:	11-13
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	هلس
     IS_TRANS:	hls
        INDEX:	P101W4
      OFFSETS:	14-17
       TOKENS:	P101W4-P101W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hls)
          POS:	FOREIGN
          VOC:	hls
        GLOSS:	nogloss

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P101W5
      OFFSETS:	18-20
       TOKENS:	P101W5-P101W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	عاوزاها
     IS_TRANS:	EAwzAhA
        INDEX:	P101W6
      OFFSETS:	21-28
       TOKENS:	P101W6-P101W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAwozAhA)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3FS
          VOC:	EAwoz+ap+hA
        GLOSS:	wanting/needing+[fem.sg.]+it/them/her

 INPUT STRING:	ياس
     IS_TRANS:	yAs
        INDEX:	P102W1
      OFFSETS:	0-3
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yAs)
          POS:	FOREIGN
          VOC:	yAs
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P102W2
      OFFSETS:	4-6
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مجبتش
     IS_TRANS:	mjbt$
        INDEX:	P102W3
      OFFSETS:	7-12
       TOKENS:	P102W3-P102W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(mA_jibti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+jib+t+$
        GLOSS:	not+explore/traverse+I+not

 INPUT STRING:	هنزل
     IS_TRANS:	hnzl
        INDEX:	P102W4
      OFFSETS:	13-17
       TOKENS:	P102W6-P102W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(hanozil)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+nozil
        GLOSS:	will+I+descend/stay

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P102W5
      OFFSETS:	18-20
       TOKENS:	P102W8-P102W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	خمس
     IS_TRANS:	xms
        INDEX:	P102W6
      OFFSETS:	21-24
       TOKENS:	P102W9-P102W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xamiys_1]
   UNSPLITVOC:	(xamiys)
          POS:	NOUN
          VOC:	xamiys
        GLOSS:	Thursday

 INPUT STRING:	ذا
     IS_TRANS:	*A
        INDEX:	P102W7
      OFFSETS:	25-27
       TOKENS:	P102W10-P102W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(*A)
          POS:	FOREIGN
          VOC:	*A
        GLOSS:	nogloss

 INPUT STRING:	وهل
     IS_TRANS:	whl
        INDEX:	P102W8
      OFFSETS:	28-31
       TOKENS:	P102W11-P102W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(whl)
          POS:	FOREIGN
          VOC:	whl
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P102W9
      OFFSETS:	32-34
       TOKENS:	P102W12-P102W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dy)
          POS:	FOREIGN
          VOC:	dy
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P102W10
      OFFSETS:	35-37
       TOKENS:	P102W13-P102W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P102W11
      OFFSETS:	38-42
       TOKENS:	P102W14-P102W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P102W12
      OFFSETS:	43-44
       TOKENS:	P102W15-P102W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P102W13
      OFFSETS:	45-49
       TOKENS:	P102W16-P102W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[juwliy_1]
   UNSPLITVOC:	(juwliy)
          POS:	NOUN_PROP
          VOC:	juwliy
        GLOSS:	Julie

 INPUT STRING:	ادور
     IS_TRANS:	Adwr
        INDEX:	P102W14
      OFFSETS:	50-54
       TOKENS:	P102W17-P102W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daw~ar_1]
   UNSPLITVOC:	(Aadaw~ar)
          POS:	IV1S+IV
          VOC:	Aa+daw~ar
        GLOSS:	I+rotate/wind/search

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P102W15
      OFFSETS:	55-58
       TOKENS:	P102W18-P102W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حجات
     IS_TRANS:	HjAt
        INDEX:	P102W16
      OFFSETS:	59-63
       TOKENS:	P102W19-P102W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	need/needs/thing/belongings+[fem.pl.]

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P103W1
      OFFSETS:	0-2
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P103W2
      OFFSETS:	3-7
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	ببيض
     IS_TRANS:	bbyD
        INDEX:	P104W1
      OFFSETS:	0-4
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bAD_1]
   UNSPLITVOC:	(babiyD)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+biyD
        GLOSS:	[present-tense]+I+ay an egg/settle down

 INPUT STRING:	هوا
     IS_TRANS:	hwA
        INDEX:	P105W1
      OFFSETS:	0-3
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
