 INPUT STRING:	نقول
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	فالهطل
     IS_TRANS:	fAlhTl
        INDEX:	P176W3
      OFFSETS:	8-14
       TOKENS:	P176W3-P176W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fAlhTl)
          POS:	FOREIGN
          VOC:	fAlhTl
        GLOSS:	nogloss

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P176W4
      OFFSETS:	15-19
       TOKENS:	P176W4-P176W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P176W5
      OFFSETS:	19-20
       TOKENS:	P176W5-P176W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P177W1
      OFFSETS:	0-2
       TOKENS:	P177W1-P177W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P178W1
      OFFSETS:	0-2
       TOKENS:	P178W1-P178W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	الأوضة
     IS_TRANS:	Al>wDp
        INDEX:	P178W2
      OFFSETS:	3-9
       TOKENS:	P178W2-P178W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AawDap_1]
   UNSPLITVOC:	(AlAawDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AawD+ap
        GLOSS:	the+room+[fem.sg.]

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P178W3
      OFFSETS:	10-15
       TOKENS:	P178W3-P178W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/have/possession/with+our

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P178W4
      OFFSETS:	16-19
       TOKENS:	P178W5-P178W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(liHad~)
          POS:	PREP+NOUN
          VOC:	li+Had~
        GLOSS:	for/to+stop/halt/end/extent/limit/level/border/frontier

 INPUT STRING:	17
     IS_TRANS:	17
        INDEX:	P178W5
      OFFSETS:	20-22
       TOKENS:	P178W7-P178W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(17)
          POS:	NOUN_NUM
          VOC:	17
        GLOSS:	17

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P179W1
      OFFSETS:	0-3
       TOKENS:	P179W1-P179W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P179W2
      OFFSETS:	4-8
       TOKENS:	P179W2-P179W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P179W3
      OFFSETS:	9-11
       TOKENS:	P179W3-P179W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P179W4
      OFFSETS:	12-15
       TOKENS:	P179W4-P179W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	أهلي
     IS_TRANS:	>hly
        INDEX:	P180W1
      OFFSETS:	0-4
       TOKENS:	P180W1-P180W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>aholiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>ahol+iy
        GLOSS:	family/people/families/folk/indigenous people/qualified/welcome!+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P180W2
      OFFSETS:	5-7
       TOKENS:	P180W3-P180W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بأحاول
     IS_TRANS:	b>HAwl
        INDEX:	P180W3
      OFFSETS:	8-14
       TOKENS:	P180W4-P180W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(bAaHAwil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+HAwil
        GLOSS:	[present-tense]+I+test/try/attempt/try out/test for ripeness/explore/invent/originate

 INPUT STRING:	أقنعهم
     IS_TRANS:	>qnEhm
        INDEX:	P180W4
      OFFSETS:	15-21
       TOKENS:	P180W6-P180W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqonaE_1]
   UNSPLITVOC:	(>aqonaEhum)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3P
          VOC:	>aqonaE+(null)+hum
        GLOSS:	persuade/convince/be persuaded/be convinced+he/it+them

 INPUT STRING:	نمشي
     IS_TRANS:	nm$y
        INDEX:	P180W5
      OFFSETS:	22-26
       TOKENS:	P180W8-P180W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(nimo$iy)
          POS:	IV1P+IV
          VOC:	ni+mo$iy
        GLOSS:	we+go/walk

 INPUT STRING:	بدري
     IS_TRANS:	bdry
        INDEX:	P180W6
      OFFSETS:	27-31
       TOKENS:	P180W9-P180W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badoriy_1]
   UNSPLITVOC:	(badoriy)
          POS:	ADJ
          VOC:	badoriy
        GLOSS:	early

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P180W7
      OFFSETS:	31-32
       TOKENS:	P180W10-P180W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	النهار
     IS_TRANS:	AlnhAr
        INDEX:	P180W8
      OFFSETS:	33-39
       TOKENS:	P180W11-P180W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(AlnahAr)
          POS:	DET+NOUN
          VOC:	Al+nahAr
        GLOSS:	the+daytime/day/by day/during the day

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P180W9
      OFFSETS:	40-42
       TOKENS:	P180W12-P180W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P180W10
      OFFSETS:	43-46
       TOKENS:	P180W13-P180W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P180W11
      OFFSETS:	47-51
       TOKENS:	P180W14-P180W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+situation/matters/case/condition/status/matter/affairs/importance

 INPUT STRING:	أجيب
     IS_TRANS:	>jyb
        INDEX:	P180W12
      OFFSETS:	52-56
       TOKENS:	P180W16-P180W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Aajiyb)
          POS:	IV1S+IV
          VOC:	Aa+jiyb
        GLOSS:	I+bring

 INPUT STRING:	صحابي
     IS_TRANS:	SHAby
        INDEX:	P180W13
      OFFSETS:	57-62
       TOKENS:	P180W17-P180W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SuHAbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SuHAb+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P180W14
      OFFSETS:	63-66
       TOKENS:	P180W19-P180W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P180W15
      OFFSETS:	67-70
       TOKENS:	P180W20-P180W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P180W16
      OFFSETS:	71-72
       TOKENS:	P180W21-P180W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أشمعنى
     IS_TRANS:	>$mEnY
        INDEX:	P181W1
      OFFSETS:	0-6
       TOKENS:	P181W1-P181W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$omiEonaY_1]
   UNSPLITVOC:	(Ai$omiEonaY)
          POS:	INTERROG_ADV
          VOC:	Ai$omiEonaY
        GLOSS:	why

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P181W2
      OFFSETS:	7-8
       TOKENS:	P181W2-P181W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P182W1
      OFFSETS:	0-4
       TOKENS:	P182W1-P182W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laugh

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P182W2
      OFFSETS:	5-7
       TOKENS:	P182W2-P182W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P182W3
      OFFSETS:	8-11
       TOKENS:	P182W3-P182W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ibon_1]
   UNSPLITVOC:	(<ibon)
          POS:	NOUN
          VOC:	<ibon
        GLOSS:	son/children/sons

 INPUT STRING:	اللذين
     IS_TRANS:	All*yn
        INDEX:	P182W4
      OFFSETS:	12-18
       TOKENS:	P182W4-P182W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(All~a*ayoni)
          POS:	REL_PRON
          VOC:	All~a*ayoni
        GLOSS:	which/who/whom [du.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P182W5
      OFFSETS:	19-20
       TOKENS:	P182W5-P182W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	اللذين
     IS_TRANS:	All*yn
        INDEX:	P183W1
      OFFSETS:	0-6
       TOKENS:	P183W1-P183W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(All~a*ayoni)
          POS:	REL_PRON
          VOC:	All~a*ayoni
        GLOSS:	which/who/whom [du.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P183W2
      OFFSETS:	7-9
       TOKENS:	P183W2-P183W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	ah

 INPUT STRING:	لذين
     IS_TRANS:	l*yn
        INDEX:	P184W1
      OFFSETS:	0-4
       TOKENS:	P184W1-P184W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(l*yn)
          POS:	TYPO
          VOC:	l*yn
        GLOSS:	nogloss

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P184W2
      OFFSETS:	4-5
       TOKENS:	P184W2-P184W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	إحم
     IS_TRANS:	<Hm
        INDEX:	P184W3
      OFFSETS:	6-9
       TOKENS:	P184W3-P184W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHim_1]
   UNSPLITVOC:	(<iHim)
          POS:	VERB
          VOC:	<iHim
        GLOSS:	Ehm

 INPUT STRING:	تصدقي
     IS_TRANS:	tSdqy
        INDEX:	P185W1
      OFFSETS:	0-5
       TOKENS:	P185W1-P185W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(tiSad~aqiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Sad~aq+iy
        GLOSS:	you+believe/give credence to/confirm/be believed/ratify/adopt+you

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P185W2
      OFFSETS:	6-10
       TOKENS:	P185W2-P185W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet+[fem.sg.]

 INPUT STRING:	لذيما
     IS_TRANS:	l*ymA
        INDEX:	P185W3
      OFFSETS:	11-16
       TOKENS:	P185W3-P185W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(l*ymA)
          POS:	TYPO
          VOC:	l*ymA
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P186W1
      OFFSETS:	0-2
       TOKENS:	P186W1-P186W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بن
     IS_TRANS:	bn
        INDEX:	P186W2
      OFFSETS:	3-5
       TOKENS:	P186W2-P186W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bin~_1]
   UNSPLITVOC:	(bin~)
          POS:	NOUN
          VOC:	bin~
        GLOSS:	son

 INPUT STRING:	اللذين
     IS_TRANS:	All*yn
        INDEX:	P186W3
      OFFSETS:	6-12
       TOKENS:	P186W3-P186W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(All~a*ayoni)
          POS:	REL_PRON
          VOC:	All~a*ayoni
        GLOSS:	which/who/whom [du.]

 INPUT STRING:	عجبتني
     IS_TRANS:	Ejbtny
        INDEX:	P186W4
      OFFSETS:	13-19
       TOKENS:	P186W4-P186W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(Eajabitniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	Eajab+it+niy
        GLOSS:	delight/admire/like/be amazed/liked/arouse admiration/please+it/they/she+me

 INPUT STRING:	اختراع
     IS_TRANS:	AxtrAE
        INDEX:	P186W5
      OFFSETS:	20-26
       TOKENS:	P186W6-P186W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixotirAE_1]
   UNSPLITVOC:	(<ixotirAE)
          POS:	NOUN
          VOC:	<ixotirAE
        GLOSS:	invention

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P186W6
      OFFSETS:	27-29
       TOKENS:	P186W7-P186W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سواك
     IS_TRANS:	swAk
        INDEX:	P186W7
      OFFSETS:	30-34
       TOKENS:	P186W8-P186W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swAk)
          POS:	FOREIGN
          VOC:	swAk
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P187W1
      OFFSETS:	0-2
       TOKENS:	P187W1-P187W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P187W2
      OFFSETS:	3-6
       TOKENS:	P187W2-P187W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	دماغك
     IS_TRANS:	dmAgk
        INDEX:	P187W3
      OFFSETS:	7-12
       TOKENS:	P187W3-P187W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAgak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	dimAg+ak
        GLOSS:	brain/brains+your

 INPUT STRING:	خربانة
     IS_TRANS:	xrbAnp
        INDEX:	P187W4
      OFFSETS:	13-19
       TOKENS:	P187W5-P187W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xarobAn_1]
   UNSPLITVOC:	(xarobAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xarobAn+ap
        GLOSS:	out of order/broken+[fem.sg.]

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P187W5
      OFFSETS:	20-23
       TOKENS:	P187W6-P187W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+you

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P187W6
      OFFSETS:	24-28
       TOKENS:	P187W8-P187W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P187W7
      OFFSETS:	29-30
       TOKENS:	P187W9-P187W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P188W1
      OFFSETS:	0-2
       TOKENS:	P188W1-P188W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P188W2
      OFFSETS:	3-5
       TOKENS:	P188W2-P188W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P188W3
      OFFSETS:	6-8
       TOKENS:	P188W3-P188W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P188W4
      OFFSETS:	9-11
       TOKENS:	P188W4-P188W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P188W5
      OFFSETS:	12-14
       TOKENS:	P188W5-P188W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P189W1
      OFFSETS:	0-4
       TOKENS:	P189W1-P189W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P190W1
      OFFSETS:	0-2
       TOKENS:	P190W1-P190W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P190W2
      OFFSETS:	3-7
       TOKENS:	P190W2-P190W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine
