 INPUT STRING:	بابا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwltiy)
          POS:	CONJ+PV+PVSUFF_SUBJ:2FS
          VOC:	wi+quwl+tiy
        GLOSS:	and+said/say/be said/(for example)+you

 INPUT STRING:	lh
     IS_TRANS:	lh
        INDEX:	P37W12
      OFFSETS:	43-45
       TOKENS:	P37W16-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liuh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P37W13
      OFFSETS:	46-50
       TOKENS:	P37W18-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	تركبها
     IS_TRANS:	trkbhA
        INDEX:	P37W14
      OFFSETS:	51-57
       TOKENS:	P37W19-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rak~ib_1]
   UNSPLITVOC:	(tirak~ibahA)
          POS:	IV2MS+IV+IVSUFF_DO:3FS
          VOC:	ti+rak~ib+hA
        GLOSS:	you+take/ride+it/them/her

 INPUT STRING:	حيروح
     IS_TRANS:	HyrwH
        INDEX:	P37W15
      OFFSETS:	58-63
       TOKENS:	P37W21-P37W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HayiruwH)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+ruwH
        GLOSS:	will+he/it+begin/go

 INPUT STRING:	وهيسمع
     IS_TRANS:	whysmE
        INDEX:	P37W16
      OFFSETS:	64-70
       TOKENS:	P37W23-P37W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(wiHayisomaE)
          POS:	CONJ+FUT_PART+IV3MS+IV
          VOC:	wi+Ha+yi+somaE
        GLOSS:	and+will+he/it+listen/hear

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P37W17
      OFFSETS:	71-76
       TOKENS:	P37W26-P37W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W18
      OFFSETS:	76-77
       TOKENS:	P37W28-P37W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W19
      OFFSETS:	77-78
       TOKENS:	P37W29-P37W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P37W20
      OFFSETS:	78-79
       TOKENS:	P37W30-P37W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P37W21
      OFFSETS:	80-83
       TOKENS:	P37W31-P37W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عرفتك
     IS_TRANS:	Erftk
        INDEX:	P37W22
      OFFSETS:	84-89
       TOKENS:	P37W32-P37W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ear~af_1]
   UNSPLITVOC:	(Ear~aftik)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:2FS
          VOC:	Ear~af+t+ik
        GLOSS:	acquaint/be known/be identified+I+you

 INPUT STRING:	أهو
     IS_TRANS:	>hw
        INDEX:	P37W23
      OFFSETS:	90-93
       TOKENS:	P37W34-P37W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[huw~a-1]
   UNSPLITVOC:	(>ahuw~a)
          POS:	DEM_PRON+PRON_3MS
          VOC:	>a+huw~a
        GLOSS:	this+he/it

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P37W24
      OFFSETS:	94-98
       TOKENS:	P37W36-P37W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P37W25
      OFFSETS:	99-102
       TOKENS:	P37W37-P37W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	منستش
     IS_TRANS:	mnst$
        INDEX:	P37W26
      OFFSETS:	103-108
       TOKENS:	P37W38-P37W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nasa_1]
   UNSPLITVOC:	(mAnist$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+nis+t+$
        GLOSS:	not+forget+I+not

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P38W1
      OFFSETS:	0-4
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يعملها
     IS_TRANS:	yEmlhA
        INDEX:	P38W2
      OFFSETS:	5-11
       TOKENS:	P38W2-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomilhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+Eomil+hA
        GLOSS:	he/it+function/make/act/do+it/them/her

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P38W3
      OFFSETS:	12-16
       TOKENS:	P38W4-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الصور
     IS_TRANS:	AlSwr
        INDEX:	P38W4
      OFFSETS:	17-22
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlSuwar)
          POS:	DET+NOUN
          VOC:	Al+Suwar
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	qwly
     IS_TRANS:	qwly
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	lh
     IS_TRANS:	lh
        INDEX:	P39W2
      OFFSETS:	5-7
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+gloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P39W3
      OFFSETS:	8-12
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P39W4
      OFFSETS:	13-16
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P39W5
      OFFSETS:	17-20
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P39W6
      OFFSETS:	21-25
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_1]
   UNSPLITVOC:	(kaviyr)
          POS:	NOUN
          VOC:	kaviyr
        GLOSS:	a lot/many

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W7
      OFFSETS:	26-27
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W8
      OFFSETS:	27-28
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W9
      OFFSETS:	28-29
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	hw
     IS_TRANS:	hw
        INDEX:	P39W10
      OFFSETS:	30-32
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	حيسمع
     IS_TRANS:	HysmE
        INDEX:	P39W11
      OFFSETS:	33-38
       TOKENS:	P39W12-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(HayisomaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+somaE
        GLOSS:	will+he/it+listen/hear

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P39W12
      OFFSETS:	39-44
       TOKENS:	P39W14-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P39W13
      OFFSETS:	45-49
       TOKENS:	P39W16-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	wqwly
     IS_TRANS:	wqwly
        INDEX:	P39W14
      OFFSETS:	50-55
       TOKENS:	P39W17-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiquwliy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+quwl+iy
        GLOSS:	and+said/say/be said/(for example)+you

 INPUT STRING:	lh
     IS_TRANS:	lh
        INDEX:	P39W15
      OFFSETS:	56-58
       TOKENS:	P39W19-P39W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liuh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P39W16
      OFFSETS:	59-63
       TOKENS:	P39W21-P39W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs

 INPUT STRING:	الصور
     IS_TRANS:	AlSwr
        INDEX:	P39W17
      OFFSETS:	64-69
       TOKENS:	P39W23-P39W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlSuwar)
          POS:	DET+NOUN
          VOC:	Al+Suwar
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P39W18
      OFFSETS:	70-74
       TOKENS:	P39W24-P39W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs

 INPUT STRING:	ymkn
     IS_TRANS:	ymkn
        INDEX:	P39W19
      OFFSETS:	75-79
       TOKENS:	P39W26-P39W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	yfhm
     IS_TRANS:	yfhm
        INDEX:	P39W20
      OFFSETS:	80-84
       TOKENS:	P39W27-P39W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(yifoham)
          POS:	IV3MS+IV
          VOC:	yi+foham
        GLOSS:	he/it+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive

 INPUT STRING:	أوكيه
     IS_TRANS:	>wkyh
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Auwk~iyh_1]
   UNSPLITVOC:	(Auwk~iyh)
          POS:	INTERJ
          VOC:	Auwk~iyh
        GLOSS:	ok

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W2
      OFFSETS:	5-6
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W3
      OFFSETS:	7-10
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P40W4
      OFFSETS:	11-13
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P40W5
      OFFSETS:	14-16
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	طيارة
     IS_TRANS:	TyArp
        INDEX:	P40W6
      OFFSETS:	17-22
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~Arap_1]
   UNSPLITVOC:	(Tay~Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tay~Ar+ap
        GLOSS:	airoplane+[fem.sg.]

 INPUT STRING:	دلوقت
     IS_TRANS:	dlwqt
        INDEX:	P40W7
      OFFSETS:	23-28
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqot_1]
   UNSPLITVOC:	(dilowaqot)
          POS:	ADV
          VOC:	dilowaqot
        GLOSS:	at this moment/now/at present

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P41W2
      OFFSETS:	4-6
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	جاليش
     IS_TRANS:	jAly$
        INDEX:	P41W3
      OFFSETS:	7-12
       TOKENS:	P41W3-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA_liy$)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S+NEG_PART
          VOC:	jA+(null)+li+iy+$
        GLOSS:	occur/came/come/reach/arrive+he/it+to/for+I+not

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P41W4
      OFFSETS:	13-16
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P41W5
      OFFSETS:	17-21
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P41W6
      OFFSETS:	22-27
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg]

 INPUT STRING:	ابعتي
     IS_TRANS:	AbEty
        INDEX:	P41W7
      OFFSETS:	28-33
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AiboEatiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiboEat+iy
        GLOSS:	send+you

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P41W8
      OFFSETS:	34-38
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P41W9
      OFFSETS:	38-39
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	NOUN_QUANT
          VOC:	>akovar
        GLOSS:	more

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P42W2
      OFFSETS:	4-5
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P43W1
      OFFSETS:	0-2
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	جتش
     IS_TRANS:	jt$
        INDEX:	P43W2
      OFFSETS:	3-6
       TOKENS:	P43W2-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jit$)
          POS:	PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	j+it+$
        GLOSS:	occur/came/come/reach/arrive+it/they/she+not

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P43W3
      OFFSETS:	7-8
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	جربي
     IS_TRANS:	jrby
        INDEX:	P43W4
      OFFSETS:	9-13
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~ab_1]
   UNSPLITVOC:	(jar~abiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	jar~ab+iy
        GLOSS:	test/try/attempt+you

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P43W5
      OFFSETS:	14-18
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	جميلة
     IS_TRANS:	jmylp
        INDEX:	P44W1
      OFFSETS:	0-5
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jamiyl+ap
        GLOSS:	beautiful/nice/fine (arts)+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P44W2
      OFFSETS:	6-7
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
