 INPUT STRING:	بست
          VOC:	HaDor+ap+ak
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your

 INPUT STRING:	نمتي
     IS_TRANS:	nmty
        INDEX:	P251W1
      OFFSETS:	0-4
       TOKENS:	P251W1-P251W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	nim+tiy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P251W2
      OFFSETS:	4-5
       TOKENS:	P251W2-P251W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P252W1
      OFFSETS:	0-2
       TOKENS:	P252W1-P252W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P253W1
      OFFSETS:	0-6
       TOKENS:	P253W1-P253W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P253W2
      OFFSETS:	7-10
       TOKENS:	P253W3-P253W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P253W3
      OFFSETS:	10-11
       TOKENS:	P253W4-P253W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	نمتي
     IS_TRANS:	nmty
        INDEX:	P254W1
      OFFSETS:	0-4
       TOKENS:	P254W1-P254W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nimtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	nim+tiy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	_
     IS_TRANS:	_
        INDEX:	P254W2
      OFFSETS:	4-5
       TOKENS:	P254W2-P254W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(_)
          POS:	PUNC
          VOC:	_
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P254W3
      OFFSETS:	6-7
       TOKENS:	P254W3-P254W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P255W1
      OFFSETS:	0-2
       TOKENS:	P255W1-P255W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بأتفرج
     IS_TRANS:	b>tfrj
        INDEX:	P256W1
      OFFSETS:	0-6
       TOKENS:	P256W1-P256W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(bAatofar~aj)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+tofar~aj
        GLOSS:	[present-tense]+I+watch/observe

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P256W2
      OFFSETS:	7-10
       TOKENS:	P256W3-P256W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ماأفي
     IS_TRANS:	mA>fy
        INDEX:	P256W3
      OFFSETS:	11-16
       TOKENS:	P256W4-P256W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mA>fy)
          POS:	FOREIGN
          VOC:	mA>fy
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P256W4
      OFFSETS:	17-18
       TOKENS:	P256W5-P256W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P257W1
      OFFSETS:	0-3
       TOKENS:	P257W1-P257W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	صباح
     IS_TRANS:	SbAH
        INDEX:	P258W1
      OFFSETS:	0-4
       TOKENS:	P258W1-P258W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAH)
          POS:	NOUN
          VOC:	SabAH
        GLOSS:	morning/in the morning

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P258W2
      OFFSETS:	5-10
       TOKENS:	P258W2-P258W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(Alxiyr)
          POS:	DET+NOUN
          VOC:	Al+xiyr
        GLOSS:	the+good

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P258W3
      OFFSETS:	11-13
       TOKENS:	P258W3-P258W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P258W4
      OFFSETS:	14-17
       TOKENS:	P258W4-P258W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyh_1]
   UNSPLITVOC:	(biyh)
          POS:	NOUN
          VOC:	biyh
        GLOSS:	Mr

 INPUT STRING:	صباح
     IS_TRANS:	SbAH
        INDEX:	P259W1
      OFFSETS:	0-4
       TOKENS:	P259W1-P259W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAH)
          POS:	NOUN
          VOC:	SabAH
        GLOSS:	morning/in the morning

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P259W2
      OFFSETS:	5-10
       TOKENS:	P259W2-P259W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Alnuwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light/lights

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P259W3
      OFFSETS:	10-11
       TOKENS:	P259W3-P259W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P260W1
      OFFSETS:	0-2
       TOKENS:	P260W1-P260W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P260W2
      OFFSETS:	3-7
       TOKENS:	P260W2-P260W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	تصبحي
     IS_TRANS:	tSbHy
        INDEX:	P260W3
      OFFSETS:	8-13
       TOKENS:	P260W3-P260W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sab~aH_1]
   UNSPLITVOC:	(taSab~aHiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ta+Sab~aH+iy
        GLOSS:	you+greet+[fem.sg.]

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P260W4
      OFFSETS:	14-18
       TOKENS:	P260W4-P260W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+yA
        GLOSS:	on+me

 INPUT STRING:	وتمشي
     IS_TRANS:	wtm$y
        INDEX:	P260W5
      OFFSETS:	19-24
       TOKENS:	P260W6-P260W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(witimo$iy)
          POS:	CONJ+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+ti+mo$+iy
        GLOSS:	and+you+go/walk+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P260W6
      OFFSETS:	25-28
       TOKENS:	P260W8-P260W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P260W7
      OFFSETS:	28-29
       TOKENS:	P260W9-P260W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P260W8
      OFFSETS:	30-31
       TOKENS:	P260W10-P260W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P261W1
      OFFSETS:	0-4
       TOKENS:	P261W1-P261W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P262W1
      OFFSETS:	0-5
       TOKENS:	P262W1-P262W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+you+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P262W2
      OFFSETS:	6-9
       TOKENS:	P262W3-P262W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P262W3
      OFFSETS:	10-15
       TOKENS:	P262W4-P262W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	HaDor+ap+ak
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P262W4
      OFFSETS:	15-16
       TOKENS:	P262W6-P262W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	حضرتي
     IS_TRANS:	HDrty
        INDEX:	P263W1
      OFFSETS:	0-5
       TOKENS:	P263W1-P263W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HaDor+ap+iy
        GLOSS:	presence/eminent/honorable+[fem.sg.]+my

 INPUT STRING:	نازل
     IS_TRANS:	nAzl
        INDEX:	P263W2
      OFFSETS:	6-10
       TOKENS:	P263W3-P263W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAzil_1]
   UNSPLITVOC:	(nAzil)
          POS:	ADJ
          VOC:	nAzil
        GLOSS:	descending/staying

 INPUT STRING:	أأكل
     IS_TRANS:	>>kl
        INDEX:	P263W3
      OFFSETS:	11-15
       TOKENS:	P263W4-P263W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~il_1]
   UNSPLITVOC:	(Aa>ak~il)
          POS:	IV1S+IV
          VOC:	Aa+>ak~il
        GLOSS:	I+feed/eat/give food

 INPUT STRING:	القطط
     IS_TRANS:	AlqTT
        INDEX:	P263W4
      OFFSETS:	16-21
       TOKENS:	P263W5-P263W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quTap_1]
   UNSPLITVOC:	(AlquTaT)
          POS:	DET+NOUN
          VOC:	Al+quTaT
        GLOSS:	the+cats

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P263W5
      OFFSETS:	21-22
       TOKENS:	P263W6-P263W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P263W6
      OFFSETS:	23-27
       TOKENS:	P263W7-P263W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P263W7
      OFFSETS:	28-31
       TOKENS:	P263W9-P263W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P263W8
      OFFSETS:	32-36
       TOKENS:	P263W10-P263W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	شيراتون
     IS_TRANS:	$yrAtwn
        INDEX:	P263W9
      OFFSETS:	37-44
       TOKENS:	P263W11-P263W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iyrAtuwn_1]
   UNSPLITVOC:	($iyrAtuwn)
          POS:	NOUN_PROP
          VOC:	$iyrAtuwn
        GLOSS:	Shiraton

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P263W10
      OFFSETS:	44-45
       TOKENS:	P263W12-P263W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P264W1
      OFFSETS:	0-5
       TOKENS:	P264W1-P264W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P264W2
      OFFSETS:	5-6
       TOKENS:	P264W3-P264W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ماذا
     IS_TRANS:	mA*A
        INDEX:	P265W1
      OFFSETS:	0-4
       TOKENS:	P265W1-P265W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(mA*A)
          POS:	INTERROG_PRON
          VOC:	mA*A
        GLOSS:	what

 INPUT STRING:	تفعلين
     IS_TRANS:	tfElyn
        INDEX:	P265W2
      OFFSETS:	5-11
       TOKENS:	P265W2-P265W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faEal-a_1]
   UNSPLITVOC:	(tafoEaliyna)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS_MOOD:I
          VOC:	ta+foEal+iyna
        GLOSS:	you [fem.sg.]+do/act+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P265W3
      OFFSETS:	11-12
       TOKENS:	P265W3-P265W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	حضرتي
     IS_TRANS:	HDrty
        INDEX:	P266W1
      OFFSETS:	0-5
       TOKENS:	P266W1-P266W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HaDor+ap+iy
        GLOSS:	presence/eminent/honorable+[fem.sg.]+my

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P266W2
      OFFSETS:	6-11
       TOKENS:	P266W3-P266W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	فالسرير
     IS_TRANS:	fAlsryr
        INDEX:	P266W3
      OFFSETS:	12-19
       TOKENS:	P266W4-P266W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siriyr_1]
   UNSPLITVOC:	(filsiriyr)
          POS:	PREP+DET+NOUN
          VOC:	fi+Al+siriyr
        GLOSS:	in+the+bed/couch/beds/couches

 INPUT STRING:	مكسلة
     IS_TRANS:	mkslp
        INDEX:	P266W4
      OFFSETS:	20-25
       TOKENS:	P266W6-P266W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mikas~il_1]
   UNSPLITVOC:	(mikas~ilap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mikas~il+ap
        GLOSS:	inactive+[fem.sg.]

 INPUT STRING:	اقوم
     IS_TRANS:	Aqwm
        INDEX:	P266W5
      OFFSETS:	26-30
       TOKENS:	P266W7-P266W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(Aaquwm)
          POS:	IV1S+IV
          VOC:	Aa+quwm
        GLOSS:	I+undertake/carry out/rise/stand/get up/do/be based (on)

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P267W1
      OFFSETS:	0-2
       TOKENS:	P267W1-P267W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ماذا
     IS_TRANS:	mA*A
        INDEX:	P267W2
      OFFSETS:	3-7
       TOKENS:	P267W2-P267W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(mA*A)
          POS:	INTERROG_PRON
          VOC:	mA*A
        GLOSS:	what

 INPUT STRING:	تفكرين
     IS_TRANS:	tfkryn
        INDEX:	P267W3
      OFFSETS:	8-14
       TOKENS:	P267W3-P267W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(tufak~iriyna)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS_MOOD:I
          VOC:	tu+fak~ir+iyna
        GLOSS:	you [fem.sg.]+think/consider/ponder+[fem.sg.]

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P267W4
      OFFSETS:	15-19
       TOKENS:	P267W4-P267W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>an_1]
   UNSPLITVOC:	(Al>an)
          POS:	DET+NOUN
          VOC:	Al+>an
        GLOSS:	the+time being/now/this moment

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P267W5
      OFFSETS:	19-20
       TOKENS:	P267W5-P267W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	الآن
     IS_TRANS:	Al|n
        INDEX:	P268W1
      OFFSETS:	0-4
       TOKENS:	P268W1-P268W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|an_1]
   UNSPLITVOC:	(Al|an)
          POS:	DET+NOUN
          VOC:	Al+|an
        GLOSS:	the+time/moment

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P269W1
      OFFSETS:	0-2
       TOKENS:	P269W1-P269W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	افكر
     IS_TRANS:	Afkr
        INDEX:	P269W2
      OFFSETS:	3-7
       TOKENS:	P269W2-P269W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(Aafak~ar)
          POS:	IV1S+IV
          VOC:	Aa+fak~ar
        GLOSS:	I+think/consider/ponder

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P269W3
      OFFSETS:	8-10
       TOKENS:	P269W3-P269W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P269W4
      OFFSETS:	11-14
       TOKENS:	P269W4-P269W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ay'_1]
   UNSPLITVOC:	($i})
          POS:	NOUN
          VOC:	$i}
        GLOSS:	something/thing/things

 INPUT STRING:	حلمتي
     IS_TRANS:	Hlmty
        INDEX:	P270W1
      OFFSETS:	0-5
       TOKENS:	P270W1-P270W1
