 INPUT STRING:	انزل
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P87W3
      OFFSETS:	10-11
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P88W1
      OFFSETS:	0-3
       TOKENS:	P88W1-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P88W2
      OFFSETS:	4-7
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($i})
          POS:	NOUN
          VOC:	$i}
        GLOSS:	thing/things/something

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P88W3
      OFFSETS:	8-11
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	بأحضر
     IS_TRANS:	b>HDr
        INDEX:	P88W4
      OFFSETS:	12-17
       TOKENS:	P88W5-P88W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaD~ar_1]
   UNSPLITVOC:	(bAaHaD~ar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+HaD~ar
        GLOSS:	[present-tense]+I+prepare/be prepared

 INPUT STRING:	حاجتى
     IS_TRANS:	HAjtY
        INDEX:	P88W5
      OFFSETS:	18-23
       TOKENS:	P88W7-P88W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	HAj+ap+iy
        GLOSS:	need/needs/thing/belongings+[fem.sg.]+my

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P89W1
      OFFSETS:	0-4
       TOKENS:	P89W1-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P90W1
      OFFSETS:	0-4
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P90W2
      OFFSETS:	5-7
       TOKENS:	P90W2-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	البروز
     IS_TRANS:	Albrwz
        INDEX:	P90W3
      OFFSETS:	8-14
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albrwz)
          POS:	FOREIGN
          VOC:	Albrwz
        GLOSS:	nogloss

 INPUT STRING:	سلم
     IS_TRANS:	slm
        INDEX:	P91W1
      OFFSETS:	0-3
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(sal~im)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	sal~im+(null)
        GLOSS:	greet/hand over/surrender/be safe+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P91W2
      OFFSETS:	4-6
       TOKENS:	P91W2-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+I/me

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P91W3
      OFFSETS:	7-12
       TOKENS:	P91W4-P91W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyhim)
          POS:	PREP+PRON_3P
          VOC:	EalaY+him
        GLOSS:	on/above+them

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P92W1
      OFFSETS:	0-2
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P93W1
      OFFSETS:	0-3
       TOKENS:	P93W1-P93W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بأرزل
     IS_TRANS:	b>rzl
        INDEX:	P94W1
      OFFSETS:	0-5
       TOKENS:	P94W1-P94W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raz~il_1]
   UNSPLITVOC:	(bAaraz~il)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+raz~il
        GLOSS:	[present-tense]+I+harass

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P95W1
      OFFSETS:	0-4
       TOKENS:	P95W1-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P95W2
      OFFSETS:	5-9
       TOKENS:	P95W3-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P96W1
      OFFSETS:	0-1
       TOKENS:	P96W1-P96W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P97W1
      OFFSETS:	0-3
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P97W2
      OFFSETS:	4-8
       TOKENS:	P97W2-P97W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P97W3
      OFFSETS:	9-11
       TOKENS:	P97W3-P97W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	البروز
     IS_TRANS:	Albrwz
        INDEX:	P97W4
      OFFSETS:	12-18
       TOKENS:	P97W4-P97W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Albrwz)
          POS:	FOREIGN
          VOC:	Albrwz
        GLOSS:	nogloss

 INPUT STRING:	بنكاروز
     IS_TRANS:	bnkArwz
        INDEX:	P98W1
      OFFSETS:	0-7
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bnkArwz)
          POS:	TYPO
          VOC:	bnkArwz
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P99W1
      OFFSETS:	0-2
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عيب
     IS_TRANS:	Eyb
        INDEX:	P99W2
      OFFSETS:	3-6
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiyb_1]
   UNSPLITVOC:	(Eiyb)
          POS:	NOUN
          VOC:	Eiyb
        GLOSS:	shame/fault/faults/weaknesses

 INPUT STRING:	كروزو
     IS_TRANS:	krwzw
        INDEX:	P100W1
      OFFSETS:	0-5
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(krwzw)
          POS:	TYPO
          VOC:	krwzw
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P100W2
      OFFSETS:	6-8
       TOKENS:	P100W2-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	أخويا
     IS_TRANS:	>xwyA
        INDEX:	P100W3
      OFFSETS:	9-14
       TOKENS:	P100W3-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axuwyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>axuw+iy
        GLOSS:	brothers/fraternity/brotherhood+my

 INPUT STRING:	طلعت
     IS_TRANS:	TlEt
        INDEX:	P101W1
      OFFSETS:	0-4
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	TiliE+t
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+I

 INPUT STRING:	اهه
     IS_TRANS:	Ahh
        INDEX:	P101W2
      OFFSETS:	5-8
       TOKENS:	P101W2-P101W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(Aahuh)
          POS:	DEM_PRON+PRON_3MS
          VOC:	Aa+huw~a
        GLOSS:	this+he/it

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P102W1
      OFFSETS:	0-4
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P102W2
      OFFSETS:	5-8
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	كفاية
     IS_TRANS:	kfAyp
        INDEX:	P103W1
      OFFSETS:	0-5
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence+[fem.sg.]

 INPUT STRING:	سرمحة
     IS_TRANS:	srmHp
        INDEX:	P103W2
      OFFSETS:	6-11
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saromaHap_1]
   UNSPLITVOC:	(saromaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	saromaH+ap
        GLOSS:	loitering/wandering/fumbling/groping/loiter/wander/fumble/grope+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P103W3
      OFFSETS:	12-14
       TOKENS:	P103W3-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشوارع
     IS_TRANS:	Al$wArE
        INDEX:	P103W4
      OFFSETS:	15-22
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$awAriE)
          POS:	DET+NOUN
          VOC:	Al+$awAriE
        GLOSS:	the+street/streets/legislator

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P103W5
      OFFSETS:	23-26
       TOKENS:	P103W5-P103W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P104W1
      OFFSETS:	0-1
       TOKENS:	P104W1-P104W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	براحتي
     IS_TRANS:	brAHty
        INDEX:	P105W1
      OFFSETS:	0-6
       TOKENS:	P105W1-P105W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(birAHtiy)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	bi+rAH+ap+iy
        GLOSS:	with/by+rest/repose/leisure/palm of the hand+[fem.sg.]+my

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P106W1
      OFFSETS:	0-2
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	عندناش
     IS_TRANS:	EndnA$
        INDEX:	P106W2
      OFFSETS:	3-9
       TOKENS:	P106W2-P106W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA$)
          POS:	NOUN+POSS_PRON_1P+NEG_PART
          VOC:	Eanod+nA+$
        GLOSS:	at/have/possession/with+our+not

 INPUT STRING:	ولاد
     IS_TRANS:	wlAd
        INDEX:	P106W3
      OFFSETS:	10-14
       TOKENS:	P106W5-P106W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAd)
          POS:	NOUN
          VOC:	wilAd
        GLOSS:	child/son/children

 INPUT STRING:	تقعد
     IS_TRANS:	tqEd
        INDEX:	P106W4
      OFFSETS:	15-19
       TOKENS:	P106W6-P106W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(tuqoEud)
          POS:	IV3FS+IV
          VOC:	tu+qoEud
        GLOSS:	it/they/she+sit down/be seated/remain

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P106W5
      OFFSETS:	20-22
       TOKENS:	P106W7-P106W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P106W6
      OFFSETS:	23-29
       TOKENS:	P106W8-P106W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets/legislator

 INPUT STRING:	للفجر
     IS_TRANS:	llfjr
        INDEX:	P106W7
      OFFSETS:	30-35
       TOKENS:	P106W9-P106W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajor_1]
   UNSPLITVOC:	(lilfajor)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+fajor
        GLOSS:	for/to+the+dawn

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P107W1
      OFFSETS:	0-2
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P107W2
      OFFSETS:	3-7
       TOKENS:	P107W2-P107W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves/soul/souls+your

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P108W1
      OFFSETS:	0-3
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P108W2
      OFFSETS:	4-6
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	لكش
     IS_TRANS:	lk$
        INDEX:	P108W3
      OFFSETS:	7-10
       TOKENS:	P108W3-P108W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lk$)
          POS:	NO_FUNC
          VOC:	lk$
        GLOSS:	nogloss

 INPUT STRING:	نزول
     IS_TRANS:	nzwl
        INDEX:	P108W4
      OFFSETS:	11-15
       TOKENS:	P108W4-P108W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuzuwl_1]
   UNSPLITVOC:	(nuzuwl)
          POS:	NOUN
          VOC:	nuzuwl
        GLOSS:	descent/resignation

 INPUT STRING:	ثاني
     IS_TRANS:	vAny
        INDEX:	P108W5
      OFFSETS:	16-20
       TOKENS:	P108W5-P108W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniy)
          POS:	ADJ
          VOC:	vAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P109W1
      OFFSETS:	0-3
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P109W2
      OFFSETS:	4-7
       TOKENS:	P109W2-P109W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P109W3
      OFFSETS:	7-8
       TOKENS:	P109W3-P109W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P109W4
      OFFSETS:	8-9
       TOKENS:	P109W4-P109W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P110W1
      OFFSETS:	0-4
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P110W2
      OFFSETS:	5-8
       TOKENS:	P110W2-P110W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	بترزلي
     IS_TRANS:	btrzly
        INDEX:	P110W3
      OFFSETS:	9-15
       TOKENS:	P110W3-P110W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raz~il_1]
   UNSPLITVOC:	(bitiraz~iliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+raz~il+iy
        GLOSS:	[present-tense]+you+harass+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P110W4
      OFFSETS:	16-19
       TOKENS:	P110W5-P110W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P110W5
      OFFSETS:	19-20
       TOKENS:	P110W6-P110W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P111W1
      OFFSETS:	0-4
       TOKENS:	P111W1-P111W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	لسانك
     IS_TRANS:	lsAnk
        INDEX:	P111W2
      OFFSETS:	5-10
       TOKENS:	P111W3-P111W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lisAn_1]
   UNSPLITVOC:	(lisAnak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	lisAn+ak
        GLOSS:	tongue/tongues/language/languages/mouthpiece+your

 INPUT STRING:	طويل
     IS_TRANS:	Twyl
        INDEX:	P111W3
      OFFSETS:	11-15
       TOKENS:	P111W5-P111W5
