 INPUT STRING:	ولاء
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	٤
     IS_TRANS:	&#x664;
        INDEX:	P46W6
      OFFSETS:	18-19
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P46W7
      OFFSETS:	20-22
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P46W8
      OFFSETS:	23-26
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W9
      OFFSETS:	27-31
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اخرك
     IS_TRANS:	Axrk
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(Axirik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Axir+ik
        GLOSS:	end/later part+your

 INPUT STRING:	قطنيات
     IS_TRANS:	qTnyAt
        INDEX:	P47W2
      OFFSETS:	5-11
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quToniy_1]
   UNSPLITVOC:	(quToniyAt)
          POS:	ADJ+NSUFF_FEM_PL
          VOC:	quToniy+At
        GLOSS:	cotton+[fem.pl.]

 INPUT STRING:	بكم
     IS_TRANS:	bkm
        INDEX:	P47W3
      OFFSETS:	12-15
       TOKENS:	P47W4-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kum~_1]
   UNSPLITVOC:	(bikum~)
          POS:	PREP+NOUN
          VOC:	bi+kum~
        GLOSS:	with/by+armhole

 INPUT STRING:	فيعني
     IS_TRANS:	fyEny
        INDEX:	P48W1
      OFFSETS:	0-5
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(fayaEoniy)
          POS:	CONJ+IV3MS+IV
          VOC:	fa+ya+Eoniy
        GLOSS:	and/so+he/it+mean/signify/concern

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P48W2
      OFFSETS:	6-8
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شهر
     IS_TRANS:	$hr
        INDEX:	P48W3
      OFFSETS:	9-12
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahor)
          POS:	NOUN
          VOC:	$ahor
        GLOSS:	month/months

 INPUT STRING:	٣
     IS_TRANS:	&#x663;
        INDEX:	P48W4
      OFFSETS:	13-14
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	متوقع
     IS_TRANS:	mtwqE
        INDEX:	P48W5
      OFFSETS:	15-20
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutawaq~aE_1]
   UNSPLITVOC:	(mutawaq~aE)
          POS:	ADJ
          VOC:	mutawaq~aE
        GLOSS:	expected/anticipated

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P48W6
      OFFSETS:	21-24
       TOKENS:	P48W7-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P48W7
      OFFSETS:	25-28
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	no/not/non-/except for/except/rhetorical question/do not/is

 INPUT STRING:	قطيفه
     IS_TRANS:	qTyfh
        INDEX:	P49W2
      OFFSETS:	5-10
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTiyfap_1]
   UNSPLITVOC:	(qaTiyfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaTiyf+ap
        GLOSS:	pastry+[fem.sg.]

 INPUT STRING:	عموما
     IS_TRANS:	EmwmA
        INDEX:	P50W1
      OFFSETS:	0-5
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(EumuwmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eumuwm+AF
        GLOSS:	generality/totality/in general/generally/(House of) Commons+[acc.indef.]

 INPUT STRING:	نقي
     IS_TRANS:	nqy
        INDEX:	P50W2
      OFFSETS:	6-9
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naq~aY_1]
   UNSPLITVOC:	(naq~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	naq~+iy
        GLOSS:	purify/clarify/be purified/be clarified+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P50W3
      OFFSETS:	10-14
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	يعجبك
     IS_TRANS:	yEjbk
        INDEX:	P50W4
      OFFSETS:	15-20
       TOKENS:	P50W4-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajab_1]
   UNSPLITVOC:	(yiEojibik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+Eojib+ik
        GLOSS:	he/it+delight/admire/like/be amazed/liked/arouse admiration/please+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P50W5
      OFFSETS:	21-22
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ادي
     IS_TRANS:	Ady
        INDEX:	P50W6
      OFFSETS:	23-26
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(<id~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	<id~+iy
        GLOSS:	give/provide/hand over/be given/be provided/carry out/perform/lead+you

 INPUT STRING:	لمروه
     IS_TRANS:	lmrwh
        INDEX:	P50W7
      OFFSETS:	27-32
       TOKENS:	P50W8-P50W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marowap_1]
   UNSPLITVOC:	(limarowap)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG
          VOC:	li+marow+ap
        GLOSS:	for/to+Marwa+[fem.sg.]

 INPUT STRING:	قطعتين
     IS_TRANS:	qTEtyn
        INDEX:	P50W8
      OFFSETS:	33-39
       TOKENS:	P50W10-P50W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(qTEtyn)
          POS:	NO_FUNC
          VOC:	qTEtyn
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P50W9
      OFFSETS:	40-42
       TOKENS:	P50W11-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	القطيفه
     IS_TRANS:	AlqTyfh
        INDEX:	P50W10
      OFFSETS:	43-50
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTiyfap_1]
   UNSPLITVOC:	(AlqaTiyfap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaTiyf+ap
        GLOSS:	the+pastry+[fem.sg.]

 INPUT STRING:	شوفي
     IS_TRANS:	$wfy
        INDEX:	P50W11
      OFFSETS:	51-55
       TOKENS:	P50W13-P50W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P50W12
      OFFSETS:	56-60
       TOKENS:	P50W14-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P50W13
      OFFSETS:	61-65
       TOKENS:	P50W15-P50W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	عايزاه
     IS_TRANS:	EAyzAh
        INDEX:	P50W14
      OFFSETS:	66-72
       TOKENS:	P50W16-P50W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozAh)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	EAyoz+ap+uh
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]+him

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P51W2
      OFFSETS:	3-7
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	شوفي
     IS_TRANS:	$wfy
        INDEX:	P51W3
      OFFSETS:	8-12
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look+you

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P51W4
      OFFSETS:	13-18
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	تديها
     IS_TRANS:	tdyhA
        INDEX:	P51W5
      OFFSETS:	19-24
       TOKENS:	P51W5-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~aY_1]
   UNSPLITVOC:	(tid~iyhA)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3FS
          VOC:	ti+d~+iy+hA
        GLOSS:	you+give/provide/hand over/be given/be provided/carry out/perform/lead+you+it/them/her

 INPUT STRING:	اد
     IS_TRANS:	Ad
        INDEX:	P51W6
      OFFSETS:	25-27
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ad_1]
   UNSPLITVOC:	(>ad)
          POS:	NOUN
          VOC:	>ad
        GLOSS:	like/equal/same measure

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P51W7
      OFFSETS:	28-31
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P51W8
      OFFSETS:	32-36
       TOKENS:	P51W9-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	ابعتلها
     IS_TRANS:	AbEtlhA
        INDEX:	P51W9
      OFFSETS:	37-44
       TOKENS:	P51W11-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AaboEat_lahA)
          POS:	IV1S+IV+PREP+PRON_3FS
          VOC:	Aa+boEat+li+hA
        GLOSS:	I+send+to/for+it/them/her

 INPUT STRING:	واقولها
     IS_TRANS:	wAqwlhA
        INDEX:	P51W10
      OFFSETS:	45-52
       TOKENS:	P51W14-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiAaquwl~ahA)
          POS:	CONJ+IV1S+IV+PREP+PRON_3FS
          VOC:	wi+Aa+quwl+li+hA
        GLOSS:	and+I+said/say/be said/(for example)+to/for+it/them/her

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P51W11
      OFFSETS:	53-55
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	هدية
     IS_TRANS:	hdyp
        INDEX:	P51W12
      OFFSETS:	56-60
       TOKENS:	P51W19-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hidiy~ap_1]
   UNSPLITVOC:	(hidiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hidiy~+ap
        GLOSS:	sweetness/candies/beauty/hala/sweeten/adorn/furnish/be sweetened+[fem.sg.]

 INPUT STRING:	ولاء
     IS_TRANS:	wlA'
        INDEX:	P51W13
      OFFSETS:	61-65
       TOKENS:	P51W20-P51W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walA'_1]
   UNSPLITVOC:	(walA')
          POS:	NOUN_PROP
          VOC:	walA'
        GLOSS:	Walaa

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W1
      OFFSETS:	0-2
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هجيب
     IS_TRANS:	hjyb
        INDEX:	P52W2
      OFFSETS:	3-7
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HaAajiyb)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+jiyb
        GLOSS:	will+I+bring

 INPUT STRING:	قطيفه
     IS_TRANS:	qTyfh
        INDEX:	P52W3
      OFFSETS:	8-13
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTiyfap_1]
   UNSPLITVOC:	(qaTiyfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaTiyf+ap
        GLOSS:	pastry+[fem.sg.]

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P52W4
      OFFSETS:	14-18
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	هتجيبي
     IS_TRANS:	htjyby
        INDEX:	P53W2
      OFFSETS:	5-11
       TOKENS:	P53W2-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Hatijiybiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+jiyb+iy
        GLOSS:	will+you+bring+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P53W3
      OFFSETS:	12-16
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	الشنطه
     IS_TRANS:	Al$nTh
        INDEX:	P53W4
      OFFSETS:	17-23
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$anoTap_1]
   UNSPLITVOC:	(Al$anoTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$anoT+ap
        GLOSS:	the+suitcase/suitcases+[fem.sg.]

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P54W1
      OFFSETS:	0-4
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	حامل
     IS_TRANS:	HAml
        INDEX:	P54W2
      OFFSETS:	5-9
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmil_1]
   UNSPLITVOC:	(HAmil)
          POS:	NOUN
          VOC:	HAmil
        GLOSS:	bearer/carrier/bearers/carriers/pregnant

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P54W3
      OFFSETS:	10-14
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بيتشال
     IS_TRANS:	byt$Al
        INDEX:	P54W4
      OFFSETS:	15-21
       TOKENS:	P54W5-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito$Al_1]
   UNSPLITVOC:	(biyito$Al)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+to$Al
        GLOSS:	[present-tense]+he/it+be lifted/be discarded/be removed/be discarted/be carried

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P54W5
      OFFSETS:	22-25
       TOKENS:	P54W7-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	البيبي
     IS_TRANS:	Albyby
        INDEX:	P54W6
      OFFSETS:	26-32
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baybiy_1]
   UNSPLITVOC:	(Albaybiy)
          POS:	DET+NOUN
          VOC:	Al+baybiy
        GLOSS:	the+baby

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P54W7
      OFFSETS:	33-36
       TOKENS:	P54W10-P54W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	البطن
     IS_TRANS:	AlbTn
        INDEX:	P54W8
      OFFSETS:	37-42
       TOKENS:	P54W11-P54W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baTon_1]
   UNSPLITVOC:	(AlbaTon)
          POS:	DET+NOUN
          VOC:	Al+baTon
        GLOSS:	the+stomach/depth/stomachs/interior

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P54W9
      OFFSETS:	43-47
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	يوسف
     IS_TRANS:	ywsf
        INDEX:	P54W10
      OFFSETS:	48-52
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwsif_1]
   UNSPLITVOC:	(yuwsif)
          POS:	NOUN_PROP
          VOC:	yuwsif
        GLOSS:	Yousif/Yusif/Joseph

 INPUT STRING:	هبعتهولك
     IS_TRANS:	hbEthwlk
        INDEX:	P54W11
      OFFSETS:	53-61
       TOKENS:	P54W14-P54W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(HaAaboEathu_lik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3MS+PREP+PRON_2FS
          VOC:	Ha+Aa+boEat+uh+li+ik
