 INPUT STRING:	دودو
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	eternity/forever/never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P83W6
      OFFSETS:	27-29
       TOKENS:	P83W9-P83W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ابدا
     IS_TRANS:	AbdA
        INDEX:	P84W1
      OFFSETS:	0-4
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	eternity/forever/never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	أهم
     IS_TRANS:	>hm
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(>aham~)
          POS:	ADJ_COMP
          VOC:	>aham~
        GLOSS:	more/most important

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P85W2
      OFFSETS:	4-8
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P85W3
      OFFSETS:	9-13
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P85W4
      OFFSETS:	14-19
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+[fem.sg.]

 INPUT STRING:	معاكي
     IS_TRANS:	mEAky
        INDEX:	P85W5
      OFFSETS:	20-25
       TOKENS:	P85W5-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with+your

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P86W1
      OFFSETS:	0-2
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P86W2
      OFFSETS:	3-8
       TOKENS:	P86W2-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P86W3
      OFFSETS:	9-14
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	الاحساس
     IS_TRANS:	AlAHsAs
        INDEX:	P86W4
      OFFSETS:	15-22
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHosAs_1]
   UNSPLITVOC:	(Al<iHosAs)
          POS:	DET+NOUN
          VOC:	Al+<iHosAs
        GLOSS:	the+feeling/sensitivity/feelings/sensitivities

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P86W5
      OFFSETS:	23-25
       TOKENS:	P86W6-P86W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	صعب
     IS_TRANS:	SEb
        INDEX:	P87W1
      OFFSETS:	0-3
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P87W2
      OFFSETS:	4-7
       TOKENS:	P87W2-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	شغل
     IS_TRANS:	$gl
        INDEX:	P88W1
      OFFSETS:	0-3
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugol)
          POS:	NOUN
          VOC:	$ugol
        GLOSS:	work/activity/occupation/labor/business

 INPUT STRING:	عمار
     IS_TRANS:	EmAr
        INDEX:	P88W2
      OFFSETS:	4-8
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~Ar_1]
   UNSPLITVOC:	(Eam~Ar)
          POS:	NOUN_PROP
          VOC:	Eam~Ar
        GLOSS:	Ammar

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P88W3
      OFFSETS:	9-12
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P88W4
      OFFSETS:	13-18
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P89W2
      OFFSETS:	3-9
       TOKENS:	P89W2-P89W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P89W3
      OFFSETS:	10-12
       TOKENS:	P89W4-P89W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P89W4
      OFFSETS:	13-15
       TOKENS:	P89W5-P89W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تزعليش
     IS_TRANS:	tzEly$
        INDEX:	P89W5
      OFFSETS:	16-22
       TOKENS:	P89W6-P89W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(tizoEaliy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+zoEal+iy+$
        GLOSS:	you+be angry+you+not

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P90W1
      OFFSETS:	0-4
       TOKENS:	P90W1-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all/entire/every/whole+our

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P90W2
      OFFSETS:	5-8
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	بنزعل
     IS_TRANS:	bnzEl
        INDEX:	P90W3
      OFFSETS:	9-14
       TOKENS:	P90W4-P90W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(binizoEal)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+zoEal
        GLOSS:	[present-tense]+we+be angry

 INPUT STRING:	بنكون
     IS_TRANS:	bnkwn
        INDEX:	P90W4
      OFFSETS:	15-20
       TOKENS:	P90W6-P90W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(binikuwn)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+kuwn
        GLOSS:	[present-tense]+we+be/was/were

 INPUT STRING:	وحشين
     IS_TRANS:	wH$yn
        INDEX:	P90W5
      OFFSETS:	21-26
       TOKENS:	P90W8-P90W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHo$iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	wiHo$+iyn
        GLOSS:	bad/naughty+[masc.pl.]

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P91W1
      OFFSETS:	0-5
       TOKENS:	P91W1-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(wi>akiyd)
          POS:	CONJ+NOUN
          VOC:	wi+>akiyd
        GLOSS:	and+certain/definite

 INPUT STRING:	طنط
     IS_TRANS:	TnT
        INDEX:	P91W2
      OFFSETS:	6-9
       TOKENS:	P91W3-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TanoT_1]
   UNSPLITVOC:	(TanoT)
          POS:	NOUN
          VOC:	TanoT
        GLOSS:	paternal aunt/auntie/aunt

 INPUT STRING:	موجوعة
     IS_TRANS:	mwjwEp
        INDEX:	P91W3
      OFFSETS:	10-16
       TOKENS:	P91W4-P91W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawojuwE_1]
   UNSPLITVOC:	(mawojuwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mawojuwE+ap
        GLOSS:	suffering/feeling pain+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P91W4
      OFFSETS:	17-20
       TOKENS:	P91W5-P91W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	فصعب
     IS_TRANS:	fSEb
        INDEX:	P92W1
      OFFSETS:	0-4
       TOKENS:	P92W1-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(faSaEob)
          POS:	CONJ+ADJ
          VOC:	fa+SaEob
        GLOSS:	so/and+difficult/hard/arduous

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P92W2
      OFFSETS:	5-10
       TOKENS:	P92W3-P92W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it

 INPUT STRING:	ومقولة
     IS_TRANS:	wmqwlp
        INDEX:	P93W1
      OFFSETS:	0-6
       TOKENS:	P93W1-P93W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqawlap_1]
   UNSPLITVOC:	(wimuqawlap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+muqawl+ap
        GLOSS:	and+contract/deal/bargain/settlement/contracts/deals/bargains/settlements+[fem.sg.]

 INPUT STRING:	التطور
     IS_TRANS:	AltTwr
        INDEX:	P93W2
      OFFSETS:	7-13
       TOKENS:	P93W3-P93W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taTaw~ur_1]
   UNSPLITVOC:	(AltaTaw~ur)
          POS:	DET+NOUN
          VOC:	Al+taTaw~ur
        GLOSS:	the+progress/development/event/events/developments

 INPUT STRING:	والسفر
     IS_TRANS:	wAlsfr
        INDEX:	P93W3
      OFFSETS:	14-20
       TOKENS:	P93W4-P93W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safar_1]
   UNSPLITVOC:	(wiAlsafar)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+safar
        GLOSS:	and+the+travel/trip/journeys

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P93W4
      OFFSETS:	21-24
       TOKENS:	P93W6-P93W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	الوقت
     IS_TRANS:	Alwqt
        INDEX:	P93W5
      OFFSETS:	25-30
       TOKENS:	P93W7-P93W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(Alwaqot)
          POS:	DET+NOUN
          VOC:	Al+waqot
        GLOSS:	the+time/moment/period of time/moments/times

 INPUT STRING:	صعبة
     IS_TRANS:	SEbp
        INDEX:	P93W6
      OFFSETS:	31-35
       TOKENS:	P93W8-P93W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SaEob+ap
        GLOSS:	difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	اصبري
     IS_TRANS:	ASbry
        INDEX:	P94W1
      OFFSETS:	0-5
       TOKENS:	P94W1-P94W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabar_1]
   UNSPLITVOC:	(AuSoburiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AuSobur+iy
        GLOSS:	be patient/endure+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P94W2
      OFFSETS:	6-8
       TOKENS:	P94W2-P94W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	منمون
     IS_TRANS:	mnmwn
        INDEX:	P94W3
      OFFSETS:	9-14
       TOKENS:	P94W3-P94W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munmuwn_1]
   UNSPLITVOC:	(munmuwn)
          POS:	NOUN_PROP
          VOC:	munmuwn
        GLOSS:	Monmon

 INPUT STRING:	وأدعي
     IS_TRANS:	w>dEy
        INDEX:	P95W1
      OFFSETS:	0-5
       TOKENS:	P95W1-P95W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(wiAidoEiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+AidoEiy+(null)
        GLOSS:	and+call/invite/be called/be invited+you

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P95W2
      OFFSETS:	6-10
       TOKENS:	P95W3-P95W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_2]
   UNSPLITVOC:	(kaviyr)
          POS:	ADJ
          VOC:	kaviyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	وأفرحي
     IS_TRANS:	w>frHy
        INDEX:	P96W1
      OFFSETS:	0-6
       TOKENS:	P96W1-P96W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[firiH_1]
   UNSPLITVOC:	(wAifraHiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+AifraH+iy
        GLOSS:	and+gladden/make merry/rejoice/be glad+you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P97W1
      OFFSETS:	0-2
       TOKENS:	P97W1-P97W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ماتبينيش
     IS_TRANS:	mAtbyny$
        INDEX:	P97W2
      OFFSETS:	3-11
       TOKENS:	P97W2-P97W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bay~in_1]
   UNSPLITVOC:	(mAtbay~iniy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+t+bay~in+iy+$
        GLOSS:	not+you+appear+[fem.sg.]+not

 INPUT STRING:	لتنط
     IS_TRANS:	ltnT
        INDEX:	P97W3
      OFFSETS:	12-16
       TOKENS:	P97W5-P97W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tanoT_1]
   UNSPLITVOC:	(litanoT)
          POS:	PREP+NOUN
          VOC:	li+tanoT
        GLOSS:	for/to+aunt

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P98W1
      OFFSETS:	0-3
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P98W2
      OFFSETS:	4-6
       TOKENS:	P98W2-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~_1]
   UNSPLITVOC:	(qad~)
          POS:	NOUN
          VOC:	qad~
        GLOSS:	size/physique

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P98W3
      OFFSETS:	7-9
       TOKENS:	P98W3-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	تقدري
     IS_TRANS:	tqdry
        INDEX:	P98W4
      OFFSETS:	10-15
       TOKENS:	P98W4-P98W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodariy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+qodar+iy
        GLOSS:	you+be able/be able to/be capable of/no capacity+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P99W1
      OFFSETS:	0-4
       TOKENS:	P99W1-P99W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P99W2
      OFFSETS:	5-9
       TOKENS:	P99W3-P99W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P99W3
      OFFSETS:	10-12
       TOKENS:	P99W4-P99W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	حساسة
     IS_TRANS:	HsAsp
        INDEX:	P99W4
      OFFSETS:	13-18
       TOKENS:	P99W5-P99W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~As_1]
   UNSPLITVOC:	(Has~Asap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Has~As+ap
        GLOSS:	sensitive+[fem.sg.]

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P99W5
      OFFSETS:	19-25
       TOKENS:	P99W6-P99W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يفرح
     IS_TRANS:	yfrH
        INDEX:	P100W2
      OFFSETS:	5-9
       TOKENS:	P100W3-P100W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[far~aH_1]
   UNSPLITVOC:	(yifar~aH)
          POS:	IV3MS+IV
          VOC:	yi+far~aH
        GLOSS:	he/it+gladden/make merry

 INPUT STRING:	الكل
     IS_TRANS:	Alkl
        INDEX:	P100W3
      OFFSETS:	10-14
       TOKENS:	P100W4-P100W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(Alkul~)
          POS:	DET+NOUN_QUANT
          VOC:	Al+kul~
        GLOSS:	the+all/entire/every/whole

 INPUT STRING:	ويبعد
     IS_TRANS:	wybEd
        INDEX:	P101W1
      OFFSETS:	0-5
       TOKENS:	P101W1-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEad_1]
   UNSPLITVOC:	(wiyiboEid)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+boEid
        GLOSS:	and+he/it+remove/expel/exclude/eliminate/farther/farthest/be removed/be expelled

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P101W2
      OFFSETS:	6-8
