 INPUT STRING:	الوو
     IS_TRANS:	rmh
        INDEX:	P105W6
      OFFSETS:	22-25
       TOKENS:	P105W7-P105W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rim~ap_1]
   UNSPLITVOC:	(rim~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rim~+ap
        GLOSS:	cadaver/cadavers+[fem.sg.]

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P106W1
      OFFSETS:	0-5
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P106W2
      OFFSETS:	6-10
       TOKENS:	P106W2-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P107W1
      OFFSETS:	0-1
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P107W2
      OFFSETS:	2-4
       TOKENS:	P107W2-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بيفهموا
     IS_TRANS:	byfhmwA
        INDEX:	P107W3
      OFFSETS:	5-12
       TOKENS:	P107W3-P107W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(biyifohamuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+foham+uwA
        GLOSS:	[present-tense]+they+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+we

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P107W4
      OFFSETS:	13-14
       TOKENS:	P107W5-P107W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	خربة
     IS_TRANS:	xrbp
        INDEX:	P107W5
      OFFSETS:	15-19
       TOKENS:	P107W6-P107W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarab_1]
   UNSPLITVOC:	(xarabuh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	xarab+(null)+uh
        GLOSS:	destroy/demolish+he/it+it/him

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P107W6
      OFFSETS:	20-25
       TOKENS:	P107W8-P107W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	عموما
     IS_TRANS:	EmwmA
        INDEX:	P108W1
      OFFSETS:	0-5
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(EumuwmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eumuwm+AF
        GLOSS:	generality/totality/in general/generally/(House of) Commons+[acc.indef.]

 INPUT STRING:	الاحسن
     IS_TRANS:	AlAHsn
        INDEX:	P108W2
      OFFSETS:	6-12
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(Al>aHosan)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aHosan
        GLOSS:	the+better/best

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P108W3
      OFFSETS:	13-17
       TOKENS:	P108W3-P108W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~hA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it

 INPUT STRING:	متعلقش
     IS_TRANS:	mtElq$
        INDEX:	P108W4
      OFFSETS:	18-24
       TOKENS:	P108W5-P108W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eal~aq_1]
   UNSPLITVOC:	(matiEal~aq$)
          POS:	NEG_PART+IV3FS+IV+NEG_PART
          VOC:	ma+ti+Eal~aq+$
        GLOSS:	not+she+comment+not

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P108W5
      OFFSETS:	25-28
       TOKENS:	P108W8-P108W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liy_1]
   UNSPLITVOC:	(liy~A)
          POS:	PREP+PRON_1S
          VOC:	liy+yA
        GLOSS:	for+me

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P108W6
      OFFSETS:	29-33
       TOKENS:	P108W10-P108W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	وتحترم
     IS_TRANS:	wtHtrm
        INDEX:	P108W7
      OFFSETS:	34-40
       TOKENS:	P108W11-P108W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHotaram_1]
   UNSPLITVOC:	(witiHitirim)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+Hitirim
        GLOSS:	and+it/they/she+respect/revere

 INPUT STRING:	راي
     IS_TRANS:	rAy
        INDEX:	P108W8
      OFFSETS:	41-44
       TOKENS:	P108W13-P108W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea/opinions/views/ideas

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P109W1
      OFFSETS:	0-2
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	تلقيها
     IS_TRANS:	tlqyhA
        INDEX:	P109W2
      OFFSETS:	3-9
       TOKENS:	P109W2-P109W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(tilaqiyhA)
          POS:	IV3FS+IV+IVSUFF_DO:3FS
          VOC:	ti+laqiy+hA
        GLOSS:	it/they/she+found/find/meet/encounter+it/them/her

 INPUT STRING:	اتسعقت
     IS_TRANS:	AtsEqt
        INDEX:	P109W3
      OFFSETS:	10-16
       TOKENS:	P109W4-P109W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtsEqt)
          POS:	TYPO
          VOC:	AtsEqt
        GLOSS:	nogloss

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P109W4
      OFFSETS:	17-20
       TOKENS:	P109W5-P109W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P109W5
      OFFSETS:	21-26
       TOKENS:	P109W7-P109W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	ههههههههههه
     IS_TRANS:	hhhhhhhhhhh
        INDEX:	P109W6
      OFFSETS:	27-38
       TOKENS:	P109W9-P109W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	to express happiness

 INPUT STRING:	فاردت
     IS_TRANS:	fArdt
        INDEX:	P109W7
      OFFSETS:	39-44
       TOKENS:	P109W10-P109W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fArdt)
          POS:	TYPO
          VOC:	fArdt
        GLOSS:	nogloss

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P109W8
      OFFSETS:	45-48
       TOKENS:	P109W11-P109W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	wi+hiy~a
        GLOSS:	while+it/they/she

 INPUT STRING:	متنرفزة
     IS_TRANS:	mtnrfzp
        INDEX:	P109W9
      OFFSETS:	49-56
       TOKENS:	P109W13-P109W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitonarofiz_1]
   UNSPLITVOC:	(mitonarofizap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mitonarofiz+ap
        GLOSS:	fanatical+[fem.sg.]

 INPUT STRING:	نسمة
     IS_TRANS:	nsmp
        INDEX:	P109W10
      OFFSETS:	57-61
       TOKENS:	P109W14-P109W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nisomap_1]
   UNSPLITVOC:	(nisomap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	nisom+ap
        GLOSS:	Nesma+[fem.sg]

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P109W11
      OFFSETS:	62-66
       TOKENS:	P109W15-P109W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	عصبية
     IS_TRANS:	ESbyp
        INDEX:	P109W12
      OFFSETS:	67-72
       TOKENS:	P109W16-P109W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaSabiy_1]
   UNSPLITVOC:	(EaSabiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EaSabiy~+ap
        GLOSS:	nervous/irritable/peevish/irascible/choleric/impatient/touchy/awkward+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P109W13
      OFFSETS:	73-74
       TOKENS:	P109W17-P109W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	بتزارزر
     IS_TRANS:	btzArzr
        INDEX:	P109W14
      OFFSETS:	75-82
       TOKENS:	P109W18-P109W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(btzArzr)
          POS:	TYPO
          VOC:	btzArzr
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P109W15
      OFFSETS:	83-85
       TOKENS:	P109W19-P109W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السياسة
     IS_TRANS:	AlsyAsp
        INDEX:	P109W16
      OFFSETS:	86-93
       TOKENS:	P109W20-P109W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(AlsiyAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAs+ap
        GLOSS:	the+politics/policy/policies+[fem.sg.]

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P109W17
      OFFSETS:	94-97
       TOKENS:	P109W21-P109W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P110W1
      OFFSETS:	0-5
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P110W2
      OFFSETS:	6-10
       TOKENS:	P110W2-P110W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P110W3
      OFFSETS:	11-14
       TOKENS:	P110W4-P110W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	become/begin/start/be/begin a new day+it/they/she

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P110W4
      OFFSETS:	15-20
       TOKENS:	P110W5-P110W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	doing+[fem.sg.]

 INPUT STRING:	بتفهم
     IS_TRANS:	btfhm
        INDEX:	P110W5
      OFFSETS:	21-26
       TOKENS:	P110W6-P110W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(bitifoham)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+foham
        GLOSS:	[present-tense]+it/they/she+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P110W6
      OFFSETS:	27-28
       TOKENS:	P110W8-P110W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بتتكلم
     IS_TRANS:	bttklm
        INDEX:	P110W7
      OFFSETS:	29-35
       TOKENS:	P110W9-P110W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bititokal~im)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+tokal~im
        GLOSS:	[present-tense]+it/they/she+speak/talk/discuss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P110W8
      OFFSETS:	36-38
       TOKENS:	P110W11-P110W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشياسة
     IS_TRANS:	Al$yAsp
        INDEX:	P110W9
      OFFSETS:	39-46
       TOKENS:	P110W12-P110W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al$yAsp)
          POS:	TYPO
          VOC:	Al$yAsp
        GLOSS:	nogloss

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P111W1
      OFFSETS:	0-4
       TOKENS:	P111W1-P111W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يهدي
     IS_TRANS:	yhdy
        INDEX:	P111W2
      OFFSETS:	5-9
       TOKENS:	P111W3-P111W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaY_1]
   UNSPLITVOC:	(yihodiy)
          POS:	IV3MS+IV
          VOC:	yi+hodiy
        GLOSS:	he/it+guide/direct/lead/be guided/be directed/be led

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P112W1
      OFFSETS:	0-4
       TOKENS:	P112W1-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P113W1
      OFFSETS:	0-2
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اعرفي
     IS_TRANS:	AErfy
        INDEX:	P113W2
      OFFSETS:	3-8
       TOKENS:	P113W2-P113W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AiEorafiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiEoraf+iy
        GLOSS:	know+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P113W3
      OFFSETS:	9-13
       TOKENS:	P113W3-P113W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P113W4
      OFFSETS:	14-16
       TOKENS:	P113W4-P113W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيحس
     IS_TRANS:	hyHs
        INDEX:	P113W5
      OFFSETS:	17-21
       TOKENS:	P113W5-P113W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(HayiHis~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+His~
        GLOSS:	will+he/it+feel

 INPUT STRING:	بالم
     IS_TRANS:	bAlm
        INDEX:	P113W6
      OFFSETS:	22-26
       TOKENS:	P113W7-P113W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alam_1]
   UNSPLITVOC:	(bi>alam)
          POS:	PREP+NOUN
          VOC:	bi+>alam
        GLOSS:	with/by+pain/suffering

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P113W7
      OFFSETS:	27-31
       TOKENS:	P113W9-P113W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	gayor+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	محدش
     IS_TRANS:	mHd$
        INDEX:	P113W8
      OFFSETS:	32-36
       TOKENS:	P113W11-P113W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(mAHad~i$)
          POS:	VERB+NOUN+NEG_PART
          VOC:	mA+Had~+$
        GLOSS:	not+some one+not

 INPUT STRING:	هيحس
     IS_TRANS:	hyHs
        INDEX:	P113W9
      OFFSETS:	37-41
       TOKENS:	P113W14-P113W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(HayiHis~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+His~
        GLOSS:	will+he/it+feel

 INPUT STRING:	بالمه
     IS_TRANS:	bAlmh
        INDEX:	P113W10
      OFFSETS:	42-47
       TOKENS:	P113W16-P113W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alam_1]
   UNSPLITVOC:	(biAlamuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+Alam+uh
        GLOSS:	with/by+pain/suffering+his/its

 INPUT STRING:	هكتب
     IS_TRANS:	hktb
        INDEX:	P114W1
      OFFSETS:	0-4
       TOKENS:	P114W1-P114W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(HaAakotib)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+kotib
        GLOSS:	will+I+write/be written/be fated/be destined

 INPUT STRING:	ناريشن
     IS_TRANS:	nAry$n
        INDEX:	P114W2
      OFFSETS:	5-11
       TOKENS:	P114W3-P114W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nAry$n)
          POS:	TYPO
          VOC:	nAry$n
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P114W3
      OFFSETS:	12-13
       TOKENS:	P114W4-P114W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	اجيلك
     IS_TRANS:	Ajylk
        INDEX:	P114W4
      OFFSETS:	14-19
       TOKENS:	P114W5-P114W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(|jiy_lik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	|+jiy+li+ik
        GLOSS:	I+occur/came/come/reach/arrive+to/for+you

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P114W5
      OFFSETS:	20-25
       TOKENS:	P114W8-P114W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ابعته
     IS_TRANS:	AbEth
        INDEX:	P114W6
      OFFSETS:	26-31
       TOKENS:	P114W10-P114W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AaboEatuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+boEat+uh
        GLOSS:	I+send+it/him

 INPUT STRING:	للمذيعة
     IS_TRANS:	llm*yEp
        INDEX:	P114W7
      OFFSETS:	32-39
       TOKENS:	P114W12-P114W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu*iyE_1]
   UNSPLITVOC:	(lilmu*iyEap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+mu*iyE+ap
        GLOSS:	for/to+the+broadcaster/transmitter/announcer+[fem.sg.]
