 INPUT STRING:	بتعملي
       TOKENS:	P75W14-P75W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P75W12
      OFFSETS:	48-51
       TOKENS:	P75W15-P75W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P75W13
      OFFSETS:	52-57
       TOKENS:	P75W16-P75W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/with+our

 INPUT STRING:	ضيوف
     IS_TRANS:	Dywf
        INDEX:	P75W14
      OFFSETS:	58-62
       TOKENS:	P75W18-P75W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dayf_1]
   UNSPLITVOC:	(Duyuwf)
          POS:	NOUN
          VOC:	Duyuwf
        GLOSS:	guest/visitor/guests/visitors

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P75W15
      OFFSETS:	63-64
       TOKENS:	P75W19-P75W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa_1]
   UNSPLITVOC:	(fa)
          POS:	CONJ
          VOC:	fa
        GLOSS:	and/so

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P75W16
      OFFSETS:	65-68
       TOKENS:	P75W20-P75W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum~A_1]
   UNSPLITVOC:	(hum~A)
          POS:	PRON_3P
          VOC:	hum~A
        GLOSS:	they

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P75W17
      OFFSETS:	69-72
       TOKENS:	P75W21-P75W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P75W18
      OFFSETS:	73-78
       TOKENS:	P75W22-P75W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/with+our

 INPUT STRING:	اتصلحت
     IS_TRANS:	AtSlHt
        INDEX:	P76W1
      OFFSETS:	0-6
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AitoSal~aH_1]
   UNSPLITVOC:	(AitoSal~aHit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitoSal~aH+it
        GLOSS:	be fixed+it/they/she

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اشدة
     IS_TRANS:	A$dp
        INDEX:	P77W2
      OFFSETS:	3-7
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	deal+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P78W1
      OFFSETS:	0-3
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	INTERJ
          VOC:	Tay~ib
        GLOSS:	ok/so

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P78W2
      OFFSETS:	4-7
       TOKENS:	P78W2-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	good/pleasant

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P79W1
      OFFSETS:	0-2
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P79W2
      OFFSETS:	3-8
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting+[fem.sg.]

 INPUT STRING:	تعملي
     IS_TRANS:	tEmly
        INDEX:	P79W3
      OFFSETS:	9-14
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomiliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Eomil+iy
        GLOSS:	you+function/make/act/do+you

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P79W4
      OFFSETS:	15-19
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P80W1
      OFFSETS:	0-2
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	ادره
     IS_TRANS:	Adrh
        INDEX:	P80W2
      OFFSETS:	3-7
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdirap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAdir+ap
        GLOSS:	capable/able+[fem.sg.]

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P80W3
      OFFSETS:	8-12
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P81W1
      OFFSETS:	0-4
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	INTERJ
          VOC:	mA$iy
        GLOSS:	okey/ok

 INPUT STRING:	اتكلمتي
     IS_TRANS:	Atklmty
        INDEX:	P82W1
      OFFSETS:	0-7
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>itokal~im_1]
   UNSPLITVOC:	(>itokal~imtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	>itokal~im+tiy
        GLOSS:	talk/said+you

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P82W2
      OFFSETS:	8-10
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	ندم
     IS_TRANS:	ndm
        INDEX:	P82W3
      OFFSETS:	11-14
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ndm)
          POS:	TYPO
          VOC:	ndm
        GLOSS:	nogloss

 INPUT STRING:	ارحمي
     IS_TRANS:	ArHmy
        INDEX:	P83W1
      OFFSETS:	0-5
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(AiroHamiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiroHam+iy
        GLOSS:	have mercy/protect/be compassionate/have mercy on/bless/have pity on/be merciful+you

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P83W2
      OFFSETS:	6-10
       TOKENS:	P83W2-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafasik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves/soul/souls+your

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P83W3
      OFFSETS:	11-12
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	كلامي
     IS_TRANS:	klAmy
        INDEX:	P83W4
      OFFSETS:	13-18
       TOKENS:	P83W5-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kalAm+iy
        GLOSS:	speech/statement/remark/talk/saying+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P84W1
      OFFSETS:	0-2
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مضايقه
     IS_TRANS:	mDAyqh
        INDEX:	P84W2
      OFFSETS:	3-9
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miDAyiq_1]
   UNSPLITVOC:	(miDAyiqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miDAyiq+ap
        GLOSS:	troublesome/annoying/disturbing/irritating/upsetting+[fem.sg.]

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P84W3
      OFFSETS:	10-13
       TOKENS:	P84W3-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fa$ox_1]
   UNSPLITVOC:	(fa$ox)
          POS:	NOUN
          VOC:	fa$ox
        GLOSS:	disgust/spreading

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P84W4
      OFFSETS:	14-16
       TOKENS:	P84W4-P84W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	ادره
     IS_TRANS:	Adrh
        INDEX:	P84W5
      OFFSETS:	17-21
       TOKENS:	P84W5-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdirap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAdir+ap
        GLOSS:	capable/able+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P84W6
      OFFSETS:	22-24
       TOKENS:	P84W6-P84W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P84W7
      OFFSETS:	25-29
       TOKENS:	P84W7-P84W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainoti_1]
   UNSPLITVOC:	(Ainoti)
          POS:	PRON_2FS
          VOC:	Ainoti
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P85W2
      OFFSETS:	4-6
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	غليت
     IS_TRANS:	glyt
        INDEX:	P85W3
      OFFSETS:	7-11
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(glyt)
          POS:	TYPO
          VOC:	glyt
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P85W4
      OFFSETS:	12-14
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	روشني
     IS_TRANS:	rw$ny
        INDEX:	P85W5
      OFFSETS:	15-20
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruw$an_1]
   UNSPLITVOC:	(ruw$an)
          POS:	NOUN_PROP
          VOC:	ruw$an
        GLOSS:	Rochane

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P85W6
      OFFSETS:	21-22
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P85W7
      OFFSETS:	23-27
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P86W1
      OFFSETS:	0-2
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	هينفع
     IS_TRANS:	hynfE
        INDEX:	P86W2
      OFFSETS:	3-8
       TOKENS:	P86W2-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(HayinofaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+nofaE
        GLOSS:	will+he/it+utilize/benefit/be advantageous to/be useful to

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P86W3
      OFFSETS:	9-10
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	ش
     IS_TRANS:	$
        INDEX:	P86W4
      OFFSETS:	11-12
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	($)
          POS:	TYPO
          VOC:	$
        GLOSS:	nogloss

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P87W1
      OFFSETS:	0-3
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why/like this

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P88W1
      OFFSETS:	0-2
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	DEM_PRON_MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P88W2
      OFFSETS:	3-7
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P88W3
      OFFSETS:	8-11
       TOKENS:	P88W3-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ.VN
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	اند
     IS_TRANS:	And
        INDEX:	P88W4
      OFFSETS:	12-15
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(And)
          POS:	FOREIGN
          VOC:	And
        GLOSS:	nogloss

 INPUT STRING:	اف
     IS_TRANS:	Af
        INDEX:	P88W5
      OFFSETS:	16-18
       TOKENS:	P88W5-P88W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Af)
          POS:	FOREIGN
          VOC:	Af
        GLOSS:	nogloss

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P88W6
      OFFSETS:	19-21
       TOKENS:	P88W6-P88W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hy)
          POS:	FOREIGN
          VOC:	hy
        GLOSS:	nogloss

 INPUT STRING:	رالي
     IS_TRANS:	rAly
        INDEX:	P88W7
      OFFSETS:	22-26
       TOKENS:	P88W7-P88W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(rAly)
          POS:	FOREIGN
          VOC:	rAly
        GLOSS:	nogloss

 INPUT STRING:	لقفص
     IS_TRANS:	lqfS
        INDEX:	P88W8
      OFFSETS:	27-31
       TOKENS:	P88W8-P88W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lqfS)
          POS:	FOREIGN
          VOC:	lqfS
        GLOSS:	nogloss

 INPUT STRING:	م
     IS_TRANS:	m
        INDEX:	P88W9
      OFFSETS:	32-33
       TOKENS:	P88W9-P88W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(m)
          POS:	FOREIGN
          VOC:	m
        GLOSS:	nogloss

 INPUT STRING:	هيعمل
     IS_TRANS:	hyEml
        INDEX:	P88W10
      OFFSETS:	34-39
       TOKENS:	P88W10-P88W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eomil
        GLOSS:	will+he/it+function/make/act/do

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P88W11
      OFFSETS:	40-44
       TOKENS:	P88W12-P88W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P89W2
      OFFSETS:	3-5
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	روشني
     IS_TRANS:	rw$ny
        INDEX:	P89W3
      OFFSETS:	6-11
       TOKENS:	P89W3-P89W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruw$an_1]
   UNSPLITVOC:	(ruw$an)
          POS:	NOUN_PROP
          VOC:	ruw$an
        GLOSS:	Rochane

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P89W4
      OFFSETS:	12-16
       TOKENS:	P89W4-P89W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P89W5
      OFFSETS:	17-20
       TOKENS:	P89W5-P89W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(>awiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful

 INPUT STRING:	beyehsal
     IS_TRANS:	beyehsal
        INDEX:	P89W6
      OFFSETS:	21-29
       TOKENS:	P89W6-P89W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(beyehsal)
          POS:	TRANSLIT_ERR
          VOC:	beyehsal
        GLOSS:	beyehsal

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P89W7
      OFFSETS:	30-32
       TOKENS:	P89W7-P89W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	موقف
     IS_TRANS:	mwqf
        INDEX:	P89W8
      OFFSETS:	33-37
       TOKENS:	P89W8-P89W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqif)
          POS:	NOUN
          VOC:	mawqif
        GLOSS:	position/positions

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P89W9
      OFFSETS:	38-40
       TOKENS:	P89W9-P89W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P89W10
      OFFSETS:	41-42
