 INPUT STRING:	ازاي
        GLOSS:	Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P109W7
      OFFSETS:	24-25
       TOKENS:	P109W7-P109W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	أعيط
     IS_TRANS:	>EyT
        INDEX:	P110W1
      OFFSETS:	0-4
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~aT_1]
   UNSPLITVOC:	(AaEay~aT)
          POS:	IV1S+IV
          VOC:	Aa+Eay~aT
        GLOSS:	I+scream/shout

 INPUT STRING:	ألطم
     IS_TRANS:	>lTm
        INDEX:	P110W2
      OFFSETS:	5-9
       TOKENS:	P110W2-P110W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laTam_1]
   UNSPLITVOC:	(>aloTum)
          POS:	IV1S+IV
          VOC:	>a+loTum
        GLOSS:	I+slap/strike against

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P110W3
      OFFSETS:	10-11
       TOKENS:	P110W3-P110W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P111W1
      OFFSETS:	0-4
       TOKENS:	P111W1-P111W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P111W2
      OFFSETS:	5-10
       TOKENS:	P111W2-P111W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P111W3
      OFFSETS:	11-14
       TOKENS:	P111W4-P111W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P111W4
      OFFSETS:	15-19
       TOKENS:	P111W5-P111W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	appetite+my

 INPUT STRING:	نخرج
     IS_TRANS:	nxrj
        INDEX:	P111W5
      OFFSETS:	20-24
       TOKENS:	P111W7-P111W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(nuxoruj)
          POS:	IV1P+IV
          VOC:	nu+xoruj
        GLOSS:	we+go out/exit/leave

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P111W6
      OFFSETS:	25-29
       TOKENS:	P111W8-P111W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(>akovar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P111W7
      OFFSETS:	30-32
       TOKENS:	P111W9-P111W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P111W8
      OFFSETS:	33-36
       TOKENS:	P111W10-P111W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P112W1
      OFFSETS:	0-3
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	ارجع
     IS_TRANS:	ArjE
        INDEX:	P112W2
      OFFSETS:	4-8
       TOKENS:	P112W2-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(AirojaE)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AirojaE+(null)
        GLOSS:	come back/go back/return back/return+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P112W3
      OFFSETS:	9-12
       TOKENS:	P112W3-P112W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P112W4
      OFFSETS:	13-15
       TOKENS:	P112W4-P112W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	السنة
     IS_TRANS:	Alsnp
        INDEX:	P112W5
      OFFSETS:	16-21
       TOKENS:	P112W5-P112W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(Alsanap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+san+ap
        GLOSS:	the+year/years+[fem.sg.]

 INPUT STRING:	تعالى
     IS_TRANS:	tEAlY
        INDEX:	P112W6
      OFFSETS:	22-27
       TOKENS:	P112W6-P112W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taEAlaY_1]
   UNSPLITVOC:	(taEAlaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taEAlaY+(null)
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	والنبي
     IS_TRANS:	wAlnby
        INDEX:	P112W7
      OFFSETS:	28-34
       TOKENS:	P112W7-P112W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nabiy_1]
   UNSPLITVOC:	(wiAlnabiy)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nabiy
        GLOSS:	and+the+prophets/prophet

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P113W1
      OFFSETS:	0-3
       TOKENS:	P113W1-P113W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P113W2
      OFFSETS:	4-8
       TOKENS:	P113W2-P113W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P113W3
      OFFSETS:	9-11
       TOKENS:	P113W3-P113W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مروة
     IS_TRANS:	mrwp
        INDEX:	P113W4
      OFFSETS:	12-16
       TOKENS:	P113W4-P113W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marowap_1]
   UNSPLITVOC:	(marowap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	marow+ap
        GLOSS:	Marwa+[fem.sg.]

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P113W5
      OFFSETS:	17-21
       TOKENS:	P113W5-P113W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P113W6
      OFFSETS:	22-23
       TOKENS:	P113W6-P113W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P113W7
      OFFSETS:	24-26
       TOKENS:	P113W7-P113W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P113W8
      OFFSETS:	27-31
       TOKENS:	P113W8-P113W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P113W9
      OFFSETS:	32-35
       TOKENS:	P113W9-P113W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	أسكت
     IS_TRANS:	>skt
        INDEX:	P114W1
      OFFSETS:	0-4
       TOKENS:	P114W1-P114W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sikit_1]
   UNSPLITVOC:	(Aisokut)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aisokut+(null)
        GLOSS:	be silent+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P114W2
      OFFSETS:	5-6
       TOKENS:	P114W2-P114W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P115W1
      OFFSETS:	0-2
       TOKENS:	P115W1-P115W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الموز
     IS_TRANS:	Almwz
        INDEX:	P115W2
      OFFSETS:	3-8
       TOKENS:	P115W2-P115W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwz_1]
   UNSPLITVOC:	(Almuwz)
          POS:	DET+ADJ
          VOC:	Al+muwz
        GLOSS:	the+beautiful

 INPUT STRING:	الفالأدب
     IS_TRANS:	AlfAl>db
        INDEX:	P115W3
      OFFSETS:	9-17
       TOKENS:	P115W3-P115W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlfAl>db)
          POS:	TYPO
          VOC:	AlfAl>db
        GLOSS:	nogloss

 INPUT STRING:	معاكي
     IS_TRANS:	mEAky
        INDEX:	P115W4
      OFFSETS:	18-23
       TOKENS:	P115W4-P115W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with+your

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P115W5
      OFFSETS:	24-26
       TOKENS:	P115W6-P115W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P115W6
      OFFSETS:	26-27
       TOKENS:	P115W7-P115W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P116W1
      OFFSETS:	0-2
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	صاحبك
     IS_TRANS:	SAHbk
        INDEX:	P116W2
      OFFSETS:	3-8
       TOKENS:	P116W2-P116W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHobak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	SAHob+ak
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P116W3
      OFFSETS:	8-9
       TOKENS:	P116W4-P116W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P116W4
      OFFSETS:	10-11
       TOKENS:	P116W5-P116W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P117W1
      OFFSETS:	0-3
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P117W2
      OFFSETS:	4-6
       TOKENS:	P117W2-P117W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P117W3
      OFFSETS:	7-9
       TOKENS:	P117W3-P117W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P117W4
      OFFSETS:	10-13
       TOKENS:	P117W4-P117W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P117W5
      OFFSETS:	14-18
       TOKENS:	P117W5-P117W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P117W6
      OFFSETS:	19-20
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	نورهان
     IS_TRANS:	nwrhAn
        INDEX:	P118W1
      OFFSETS:	0-6
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwrhAn_1]
   UNSPLITVOC:	(nuwrhAn)
          POS:	NOUN_PROP
          VOC:	nuwrhAn
        GLOSS:	Norhan

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P118W2
      OFFSETS:	7-10
       TOKENS:	P118W2-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ياسمين
     IS_TRANS:	yAsmyn
        INDEX:	P118W3
      OFFSETS:	11-17
       TOKENS:	P118W3-P118W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAsomiyn_1]
   UNSPLITVOC:	(yAsomiyn)
          POS:	NOUN_PROP
          VOC:	yAsomiyn
        GLOSS:	Yasmin/Yasmeen/Jasmine

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P119W1
      OFFSETS:	0-2
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P119W2
      OFFSETS:	3-7
       TOKENS:	P119W2-P119W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	وراكي
     IS_TRANS:	wrAky
        INDEX:	P119W3
      OFFSETS:	8-13
       TOKENS:	P119W3-P119W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	warA+ik
        GLOSS:	behind+your

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P119W4
      OFFSETS:	14-15
       TOKENS:	P119W5-P119W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههححهاا
     IS_TRANS:	hhHHhAA
        INDEX:	P120W1
      OFFSETS:	0-7
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(hhHHhAA)
          POS:	TYPO
          VOC:	hhHHhAA
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P120W2
      OFFSETS:	8-9
       TOKENS:	P120W2-P120W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	صاحبي
     IS_TRANS:	SAHby
        INDEX:	P121W1
      OFFSETS:	0-5
       TOKENS:	P121W1-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHob+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	الجديد
     IS_TRANS:	Aljdyd
        INDEX:	P121W2
      OFFSETS:	6-12
       TOKENS:	P121W3-P121W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiyd)
          POS:	DET+ADJ
          VOC:	Al+jidiyd
        GLOSS:	the+new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P121W3
      OFFSETS:	13-14
       TOKENS:	P121W4-P121W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بتخونيني
     IS_TRANS:	btxwnyny
        INDEX:	P122W1
      OFFSETS:	0-8
       TOKENS:	P122W1-P122W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xAn_1]
   UNSPLITVOC:	(bitixuwniyniy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	bi+ti+xuwn+iy+niy
        GLOSS:	[present-tense]+you+betray+you+me

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P122W2
      OFFSETS:	8-9
       TOKENS:	P122W4-P122W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P122W3
      OFFSETS:	10-11
       TOKENS:	P122W5-P122W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P123W1
      OFFSETS:	0-2
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P123W2
      OFFSETS:	3-6
       TOKENS:	P123W2-P123W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	$uf+t
        GLOSS:	look+you

 INPUT STRING:	مشيت
     IS_TRANS:	m$yt
        INDEX:	P123W3
      OFFSETS:	7-11
       TOKENS:	P123W3-P123W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(mi$iyt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	mi$iy+t
        GLOSS:	go/walk+you

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P123W4
      OFFSETS:	12-14
       TOKENS:	P123W4-P123W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P123W5
      OFFSETS:	15-18
       TOKENS:	P123W5-P123W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P123W6
      OFFSETS:	19-23
       TOKENS:	P123W6-P123W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
